Code,Year,CO2 emissions per capita,Daily calorie supply per person,GDP per capita,"Measles, first dose (MCV1)",Polio (Pol3),Tetanus (DTP3),Life expectancy,Military expenditure (% of GDP),Political regime,"Population, total",Share of the population using the Internet,Share of the population using at least basic sanitation,Share of the labor force employed in agriculture,Share of the population with access to electricity
LBN,2006,3.1134334,2686.1394,10236.868,75.0,75.0,78.0,75.6766,4.581431,1,4751146.0,15.0,82.160446,16.42,99.4
LBN,2007,2.8376856,2720.3337,11276.507,82.0,75.0,80.0,76.7316,4.641005,1,4844119.0,18.74,83.46962,15.87,97.8
LBN,2008,3.5363462,2657.5977,12479.107,89.0,75.0,81.0,76.9557,4.016241,1,4925359.0,22.53,84.7788,15.34,99.9
LBN,2009,4.1979804,2674.6353,14039.346,88.0,76.0,81.0,77.2618,4.0288677,1,4992295.0,30.14,86.087975,14.82,99.3
LBN,2010,3.9665632,3062.14,15622.367,86.0,77.0,82.0,77.5292,4.123947,1,5041290.0,43.68,87.397156,14.45,99.5
LBN,2011,3.976463,3014.5413,16230.0,85.0,79.0,82.0,77.7682,4.073757,1,5096018.0,52.0,88.70634,14.09,99.7
LBN,2012,4.265304,3016.379,16284.763,83.0,80.0,83.0,77.941,3.9921436,1,5235742.0,61.2498,90.01551,13.76,99.5
LBN,2013,3.8589656,2967.5596,15145.569,82.0,81.0,83.0,78.0365,4.1290827,1,5743441.0,70.5,91.32469,13.41,99.6
LBN,2014,3.7800622,2932.5188,13586.273,82.0,81.0,83.0,78.148,4.7199416,1,6346993.0,73.0,92.63387,13.11,99.7
LBN,2015,3.9754894,2890.69,12982.721,82.0,81.0,83.0,78.2754,4.485171,1,6472470.0,74.0,93.94305,12.81,99.7
LBN,2016,4.1811824,2899.1196,13073.557,82.0,81.0,83.0,78.3063,5.0959806,1,6323061.0,76.11,95.25223,12.45,99.8
LBN,2017,4.516256,2901.6504,13209.284,82.0,81.0,83.0,78.1922,4.6033974,1,6160129.0,78.1808,96.5614,12.08,99.9
LBN,2018,4.313433,2908.08,13236.691,82.0,81.0,83.0,78.2632,5.055521,1,5984120.0,80.9,97.87058,11.69,99.7
LBN,2019,4.3387065,2882.3145,12854.797,82.0,81.0,83.0,78.2079,4.7393827,1,5794601.0,81.4812,99.06738,11.32,100.0
LSO,2000,0.9233507,2280.2678,1967.4332,74.0,82.0,84.0,48.7828,3.284926,0,2003919.0,0.211806,13.910968,58.47,4.3
LSO,2001,0.93575007,2324.9614,1997.3577,70.0,78.0,79.0,47.1525,2.744178,0,2000859.0,0.26115,15.495739,57.66,1.3
LSO,2002,0.9551779,2377.6475,1959.028,78.0,84.0,85.0,45.9501,2.516393,1,1994686.0,1.08394,17.071815,56.99,3.4
LSO,2003,0.9727303,2408.835,2003.09,85.0,90.0,90.0,44.9214,2.369001,2,1985060.0,1.5325,18.618917,56.21,5.4
LSO,2004,1.0037694,2464.7751,2004.0602,84.0,89.0,90.0,44.0388,2.1316628,2,1971130.0,2.17552,20.151947,55.49,6.8
LSO,2005,1.0299301,2531.4077,2013.8077,83.0,88.0,89.0,43.6115,2.0492597,2,1953080.0,2.58025,21.670368,54.76,9.6
LSO,2006,1.0454761,2588.2412,2056.3296,82.0,88.0,89.0,43.182,2.074225,2,1945066.0,2.97971,23.174437,53.87,9.7
LSO,2007,1.0617174,2563.574,2106.84,81.0,87.0,88.0,43.6601,2.3681545,2,1953273.0,3.44543,24.655783,53.04,13.9
LSO,2008,1.0787721,2565.093,2177.8574,80.0,86.0,88.0,44.304,1.5479208,2,1966547.0,3.58,26.123991,52.07,16.0
LSO,2009,1.119056,2580.8225,2199.3948,84.0,89.0,91.0,45.0552,2.7226818,2,1980884.0,3.72,27.578823,51.42,17.0
LSO,2010,1.1398057,2530.7625,2313.882,88.0,92.0,93.0,46.0447,3.1625285,2,1996256.0,3.86,29.020496,50.85,17.0
LSO,2011,1.3698964,2541.1138,2346.0,92.0,95.0,96.0,46.9302,2.255523,2,2014015.0,7.0,30.448933,49.96,22.5
LSO,2012,1.3724041,2493.444,2456.0,91.0,93.0,95.0,48.2353,2.1482399,2,2034363.0,10.0,31.858604,49.02,20.6
LSO,2013,1.0333629,2336.9497,2559.0,90.0,90.0,93.0,49.5475,2.026532,2,2056509.0,15.0,33.256836,48.21,26.9
LSO,2014,1.0780144,2208.219,2644.0,92.0,88.0,88.0,50.7865,1.9537961,2,2080091.0,22.0,34.643707,47.46,27.8
LSO,2015,0.97144276,2085.246,2710.0,93.0,85.0,83.0,51.8298,1.8657529,2,2104614.0,25.0,36.01929,46.69,31.8
LSO,2016,0.95107454,2096.0261,2774.5996,90.0,87.0,87.0,52.9078,1.9638885,2,2130424.0,32.4539,37.38357,45.84,35.1
LSO,2017,1.0599036,2167.4731,2654.4136,89.0,88.0,89.0,53.8737,2.2708147,2,2157117.0,39.0,38.73663,45.43,33.7
LSO,2018,0.99167114,2192.569,2582.512,89.0,90.0,90.0,54.6377,1.9993829,2,2183611.0,40.8,40.078506,44.91,47.0
LSO,2019,0.9900399,1993.7563,2514.2244,90.0,94.0,92.0,55.2493,1.8754042,2,2209414.0,42.3017,41.409134,44.3,44.6
LBR,2007,0.17137542,2059.0317,768.20703,71.0,67.0,65.0,58.1469,0.21443453,2,3669050.0,0.551377,14.564331,49.11,3.0
LBR,2008,0.13891526,2140.7375,811.158,76.0,79.0,75.0,58.6751,0.29206443,2,3821006.0,0.53,15.018344,48.48,1.3
LBR,2009,0.13238102,2161.9517,838.452,83.0,84.0,81.0,59.1064,0.38184136,2,3943035.0,2.0,15.480274,47.96,1.9
LBR,2010,0.17474402,2112.6262,854.235,65.0,71.0,70.0,59.3577,0.4568667,2,4058897.0,2.3,15.950117,47.31,5.3
LBR,2011,0.19482812,2095.7314,820.0,71.0,77.0,77.0,59.4862,0.53591883,2,4221177.0,2.5,16.428091,46.44,4.1
LBR,2012,0.20923974,2101.717,853.0,80.0,80.0,80.0,59.7855,0.56743926,2,4373046.0,2.6,16.913723,45.56,9.3
LBR,2013,0.19557425,2074.2874,900.0,74.0,80.0,80.0,59.9925,0.49643564,2,4470246.0,3.2,17.407457,44.6,9.8
LBR,2014,0.16070946,2110.346,884.0,58.0,62.0,63.0,59.2101,0.4702589,2,4564299.0,5.41,17.908808,44.22,9.4
LBR,2015,0.14995185,2097.5674,865.0,64.0,65.0,65.0,59.2481,0.47862226,2,4659436.0,10.0,18.417978,43.91,15.2
LBR,2016,0.13597633,2133.0413,843.52625,70.0,73.0,73.0,60.4834,0.45184276,2,4755607.0,15.7,18.934938,43.74,17.7
LBR,2017,0.13763127,2153.4868,848.2952,75.0,79.0,80.0,60.7767,0.4015507,2,4848927.0,16.3,19.45918,43.22,24.2
LBR,2018,0.123087056,2118.2808,842.37573,74.0,79.0,81.0,60.9995,0.40530023,2,4944728.0,17.2777,19.991137,42.78,22.8
LBR,2019,0.18471727,2105.4404,807.3494,68.0,69.0,71.0,61.2324,0.41886362,2,5043719.0,18.3141,20.530525,42.62,23.1
LBY,2012,9.969773,2958.0815,25302.516,98.0,98.0,98.0,72.1882,3.745604,1,6179327.0,15.2,89.781845,20.02,78.7
LBY,2013,8.143835,2981.037,20190.09,96.0,96.0,96.0,72.3387,7.639331,2,6304636.0,16.5,89.67496,19.63,77.1
LBY,2014,10.634143,2934.6353,15154.099,93.0,94.0,94.0,71.2996,15.479576,0,6427260.0,17.76,89.56806,19.22,75.5
LTU,2000,3.383328,3157.8245,10806.874,97.0,92.0,94.0,72.1387,1.2154903,3,3500410.0,6.42707,84.26283,19.24,99.5
LTU,2001,3.6261756,3258.6387,11606.729,97.0,97.0,95.0,71.7123,1.3610258,3,3473008.0,7.17936,84.73128,17.57,99.5
LTU,2002,3.6776543,3254.0737,12490.621,98.0,97.0,95.0,71.8389,1.2709385,3,3444051.0,17.69,85.194695,18.64,99.4
LTU,2003,3.706708,3252.113,13917.508,98.0,91.0,94.0,72.0883,1.1208338,3,3415276.0,25.91,85.65986,18.71,99.4
LTU,2004,3.9251728,3317.5002,14995.767,98.0,90.0,94.0,72.0009,1.1910406,3,3376703.0,31.23,86.12677,16.28,99.4
LTU,2005,4.17262,3426.2422,16417.95,97.0,93.0,94.0,71.2464,1.1631185,3,3322264.0,36.22,86.614105,14.27,99.4
LTU,2006,4.3413134,3433.3425,17916.059,97.0,94.0,94.0,70.9639,1.1677918,3,3269809.0,43.9,87.120026,13.83,99.4
LTU,2007,4.7885156,3517.3755,20138.473,97.0,95.0,95.0,70.6982,1.1127313,3,3231378.0,49.9,87.62459,11.33,99.4
LTU,2008,4.664335,3460.9062,20879.803,97.0,96.0,96.0,71.6959,1.1308112,3,3198482.0,55.22,88.12779,8.07,99.4
LTU,2009,4.055672,3402.805,17983.35,96.0,98.0,98.0,72.8496,1.0797352,3,3163255.0,59.76,88.667656,8.98,99.5
LTU,2010,4.4554987,3229.929,18663.762,96.0,95.0,95.0,73.1962,0.8904239,3,3097721.0,62.12,89.194145,8.83,99.7
LTU,2011,4.6092105,3344.3276,20243.0,94.0,92.0,92.0,73.608,0.7970825,3,3028642.0,63.64,89.73549,8.49,99.7
LTU,2012,4.7030005,3326.1455,21305.004,93.0,93.0,93.0,73.9644,0.7691734,3,2988334.0,67.23,90.30097,8.8,100.0
LTU,2013,4.4444146,3385.7112,22285.684,93.0,93.0,93.0,74.0268,0.76652825,3,2958359.0,68.4529,90.864815,8.42,100.0
LTU,2014,4.379493,3401.1287,23273.172,93.0,93.0,93.0,74.596,0.8837317,3,2933171.0,72.1335,91.42719,9.17,100.0
LTU,2015,4.4894176,3381.4172,23968.848,94.0,93.0,93.0,74.4737,1.1348609,3,2905771.0,71.3781,91.98808,9.07,100.0
LTU,2016,4.5664067,3395.9211,24886.84,94.0,94.0,94.0,74.8195,1.4801383,2,2869109.0,74.3766,92.54919,7.98,100.0
LTU,2017,4.6927924,3411.8018,26318.023,94.0,94.0,94.0,75.7015,1.7121412,2,2829317.0,77.6153,93.11004,7.78,100.0
LTU,2018,4.7866178,3364.324,27631.46,92.0,92.0,92.0,75.9091,1.9478794,2,2802485.0,79.7226,93.670105,7.18,100.0
LTU,2019,4.8826694,3359.3037,28986.053,93.0,92.0,92.0,76.4245,1.9841902,2,2795057.0,81.5819,94.22894,6.44,100.0
LUX,2000,19.95295,3477.8672,50063.824,93.0,99.0,99.0,77.2635,0.54632926,3,436142.0,22.8873,97.690186,2.44,100.0
LUX,2001,20.838215,3470.1667,50527.664,94.0,99.0,99.0,77.5298,0.67721146,3,441754.0,36.1634,97.68317,1.53,100.0
LUX,2002,22.353651,3465.3308,51709.734,94.0,99.0,99.0,77.5518,0.5887874,3,446392.0,39.84,97.678246,1.97,100.0
LUX,2003,23.129478,3451.5884,51717.03,95.0,99.0,98.0,77.2624,0.60626554,3,451845.0,54.55,97.67343,2.72,100.0
LUX,2004,25.781944,3441.001,52624.164,95.0,99.0,99.0,78.6583,0.60573095,3,458305.0,65.88,97.66871,1.96,100.0
LUX,2005,25.949068,3446.5466,53262.094,95.0,99.0,99.0,78.8786,0.58477616,3,465369.0,70.0,97.66411,1.74,100.0
LUX,2006,25.177423,3454.0857,54920.81,95.0,99.0,99.0,78.8384,0.5207877,3,472869.0,72.51,97.6596,1.83,100.0
LUX,2007,23.532677,3469.8225,58369.703,96.0,96.0,99.0,79.1157,0.50162405,3,480277.0,78.92,97.6552,1.85,100.0
LUX,2008,22.83615,3496.6758,56383.19,96.0,96.0,99.0,80.1066,0.36491278,3,488995.0,82.23,97.65086,1.67,100.0
LUX,2009,21.316484,3509.6187,52731.39,96.0,96.0,99.0,79.9074,0.37131175,3,498196.0,87.31,97.646675,1.36,100.0
LUX,2010,22.053823,3454.8755,54086.336,96.0,96.0,99.0,80.0987,0.4410095,3,507418.0,90.62,97.64256,1.1,100.0
LUX,2011,21.38425,3443.6902,54031.0,96.0,96.0,99.0,80.2848,0.3767756,3,518583.0,90.0299,97.63854,1.23,100.0
LUX,2012,20.450043,3417.2437,53675.46,99.0,99.0,99.0,80.4383,0.35893726,3,530951.0,91.9499,97.634705,1.33,100.0
LUX,2013,18.999275,3416.8894,53973.395,99.0,99.0,99.0,80.8544,0.35849237,3,543358.0,93.7765,97.631065,1.59,100.0
LUX,2014,17.62919,3414.1995,54100.086,99.0,99.0,99.0,81.2359,0.36685684,3,556285.0,94.6702,97.6276,1.43,100.0
LUX,2015,16.388624,3377.2698,54251.45,99.0,99.0,99.0,81.2561,0.41557154,3,569540.0,96.3767,97.624306,1.05,100.0
LUX,2016,15.556185,3355.5044,55516.098,99.0,99.0,99.0,81.6199,0.37894914,3,583511.0,98.1367,97.62117,1.03,100.0
LUX,2017,15.508656,3367.0261,55037.188,99.0,99.0,99.0,81.0892,0.49511093,3,596506.0,97.363,97.61819,1.39,100.0
LUX,2018,15.714555,3398.3794,54625.96,99.0,99.0,99.0,81.5187,0.50065565,3,608109.0,97.0613,97.61536,1.05,100.0
LUX,2019,15.721521,3505.4502,54751.6,96.0,99.0,99.0,81.5879,0.54619837,3,620167.0,97.1206,97.61268,0.68,100.0
MDG,2000,0.118377954,1912.317,1238.7764,57.0,58.0,57.0,57.9742,1.2175139,1,16516336.0,0.196395,3.8245227,77.0,12.6
MDG,2001,0.10254746,1899.752,1290.1064,59.0,60.0,60.0,58.6744,1.4358475,1,17032933.0,0.222512,4.276235,77.45,14.8
MDG,2002,0.070208035,1856.7037,1110.8217,61.0,61.0,62.0,59.1704,1.3131616,1,17549915.0,0.33972,4.729025,78.06,14.0
MDG,2003,0.094034925,1886.5443,1198.4432,65.0,65.0,66.0,59.6926,1.3247573,1,18071860.0,0.423252,5.183445,77.98,20.3
MDG,2004,0.09697502,1890.2286,1239.897,79.0,74.0,78.0,60.1684,1.2482266,1,18606606.0,0.525354,5.638795,80.27,15.3
MDG,2005,0.090879135,1966.4911,1276.4868,74.0,80.0,85.0,60.6639,1.0719416,1,19159711.0,0.567722,6.1211743,81.96,16.0
MDG,2006,0.084877506,1987.4677,1322.4795,71.0,83.0,85.0,61.1404,0.97743124,1,19730916.0,0.607552,6.6062603,80.43,16.8
MDG,2007,0.085030064,1998.2496,1384.185,81.0,83.0,84.0,61.5335,0.9611815,1,20318590.0,0.65,7.094046,78.75,17.5
MDG,2008,0.085418634,1962.811,1458.7854,70.0,77.0,77.0,61.9919,0.96289206,2,20923842.0,1.65,7.584774,76.88,18.3
MDG,2009,0.078852236,1964.25,1367.6863,63.0,76.0,77.0,62.3044,0.73813295,0,21547277.0,1.63,8.078092,75.29,17.4
MDG,2010,0.08437475,2093.5999,1349.6199,66.0,70.0,70.0,62.5967,0.5702147,0,22183343.0,1.7,8.574233,73.37,12.3
MDG,2011,0.10208666,2107.7595,1347.0,62.0,73.0,73.0,62.8602,0.623191,0,22822305.0,1.9,9.0731735,71.24,14.3
MDG,2012,0.1133812,2097.7695,1350.6381,63.0,71.0,68.0,63.0068,0.592765,0,23462444.0,2.3,9.574977,68.87,18.7
MDG,2013,0.12696019,2049.18,1345.351,64.0,72.0,70.0,63.1613,0.57855994,0,24109290.0,3.0,10.079611,67.98,12.9
MDG,2014,0.11997098,2045.7896,1354.1407,66.0,71.0,68.0,63.2615,0.55639124,1,24764356.0,3.7,10.58723,67.2,23.0
MDG,2015,0.12275394,2012.1798,1360.7545,60.0,68.0,62.0,63.3621,0.52046925,1,25426703.0,4.17397,11.097698,66.49,23.8
MDG,2016,0.1247817,2001.15,1379.3699,62.0,72.0,68.0,63.4312,0.50138706,1,26099950.0,4.71366,11.611171,65.79,22.9
MDG,2017,0.14199392,1981.2893,1398.0183,55.0,69.0,65.0,63.4328,0.5062223,1,26788379.0,6.4,12.127603,65.25,24.1
MDG,2018,0.13109523,1972.93,1407.4424,68.0,71.0,74.0,63.4911,0.53210217,1,27494930.0,7.7478,12.647045,64.68,36.5
MDG,2019,0.14693762,1945.9294,1434.2703,60.0,69.0,69.0,63.5039,0.54534304,1,28219559.0,9.37944,13.169337,64.12,31.0
MWI,2000,0.075467125,2204.9841,967.0872,73.0,73.0,75.0,46.1698,0.27549502,1,11315947.0,0.126781,9.3511915,80.72,4.8
MWI,2001,0.067047715,2240.7727,899.2305,81.0,86.0,90.0,47.2049,0.30354065,1,11593057.0,0.164021,9.353027,80.91,5.2
MWI,2002,0.07207096,2181.5156,886.1978,69.0,79.0,64.0,48.1757,0.3010113,1,11880443.0,0.215095,9.354806,80.84,5.6
MWI,2003,0.07509989,2178.2202,905.7955,77.0,85.0,84.0,49.6013,0.29033569,1,12181575.0,0.278815,9.356701,80.58,6.2
MWI,2004,0.072129995,2177.8281,922.7613,80.0,94.0,89.0,51.0731,0.44877002,1,12500736.0,0.347505,9.358539,80.38,6.9
MWI,2005,0.06583464,2205.4985,920.0499,82.0,94.0,93.0,52.4693,0.74237365,1,12840034.0,0.384489,11.643018,80.23,6.6
MWI,2006,0.064500906,2287.79,929.4762,85.0,99.0,99.0,53.652,0.5523092,1,13198699.0,0.425137,13.919518,79.96,3.7
MWI,2007,0.067704454,2316.2498,982.39166,83.0,88.0,87.0,54.6867,0.53831816,1,13576344.0,0.965865,16.188187,79.52,7.4
MWI,2008,0.07145645,2344.799,1017.8208,88.0,92.0,91.0,55.7151,0.5934944,1,13976415.0,0.7,18.448866,79.21,7.8
MWI,2009,0.07068769,2339.4485,1061.9495,92.0,93.0,93.0,56.7139,0.6745045,1,14395788.0,1.07,20.703001,78.85,8.3
MWI,2010,0.06556937,2555.989,1091.5876,93.0,86.0,93.0,57.787,0.51008546,2,14826466.0,2.26,22.95022,78.51,8.7
MWI,2011,0.067726314,2562.319,1102.0,96.0,97.0,97.0,58.8589,0.4685578,2,15265026.0,3.33,25.19025,78.23,7.6
MWI,2012,0.06624946,2590.1904,1089.3064,90.0,95.0,96.0,59.8695,0.5437716,2,15709577.0,4.3506,27.422602,78.08,7.4
MWI,2013,0.06931331,2585.9607,1112.7039,88.0,89.0,89.0,60.8158,0.80979055,2,16161816.0,5.05,29.647062,77.79,9.0
MWI,2014,0.06107204,2557.3906,1142.9807,85.0,87.0,91.0,61.6507,0.58077127,2,16621534.0,5.83,31.86306,77.49,11.9
MWI,2015,0.061449982,2602.7605,1144.3241,87.0,88.0,88.0,62.324,0.45082527,2,17085587.0,6.0,34.070404,77.29,10.8
MWI,2016,0.066776246,2573.69,1138.7363,81.0,83.0,84.0,63.163,0.45204765,2,17557741.0,6.3,36.26849,77.11,11.0
MWI,2017,0.0661337,2582.531,1153.043,83.0,87.0,88.0,63.9145,0.53010017,2,18039714.0,7.0,38.457066,76.86,12.7
MWI,2018,0.09121552,2591.1194,1172.6713,87.0,91.0,92.0,64.4641,0.5895015,2,18528086.0,8.79829,40.635674,76.64,18.0
MWI,2019,0.0891084,2574.6902,1205.477,92.0,94.0,95.0,64.995,0.7607815,1,19025748.0,11.0586,42.803837,76.36,11.2
MYS,2000,5.3501554,2897.0564,13474.701,96.0,98.0,98.0,72.7324,1.6346756,1,22967817.0,21.3847,93.09003,18.36,98.6
MYS,2001,5.563507,2866.8647,13307.215,95.0,95.0,96.0,73.08,2.0849228,1,23526535.0,26.696,93.271835,15.13,98.6
MYS,2002,5.4780774,2809.8538,13809.872,94.0,94.0,94.0,73.4695,2.2191315,1,24102477.0,32.3382,93.44998,14.93,98.6
MYS,2003,6.215024,2817.9324,14362.155,93.0,96.0,96.0,73.7273,2.614807,1,24679604.0,34.9712,93.62456,14.27,98.7
MYS,2004,6.717976,2840.1182,15087.251,95.0,95.0,95.0,74.0269,2.263062,1,25256773.0,42.2523,93.795616,14.56,98.7
MYS,2005,6.5791078,2792.7483,15651.118,96.0,96.0,96.0,74.3699,2.1739292,1,25836075.0,48.6292,93.96309,14.64,98.7
MYS,2006,6.441329,2799.3337,16353.924,95.0,95.0,95.0,74.6969,2.0075972,1,26417909.0,51.638,94.127144,14.63,98.8
MYS,2007,6.498702,2818.6182,17209.584,95.0,97.0,97.0,74.9611,1.9585024,1,26998383.0,55.7,94.2878,14.73,98.9
MYS,2008,6.994802,2759.903,17865.64,95.0,97.0,97.0,75.1514,1.8248436,1,27570052.0,55.8,94.44512,13.96,99.0
MYS,2009,6.8310843,2805.2063,17430.445,95.0,97.0,97.0,75.2694,1.8714869,1,28124779.0,55.9,94.59911,13.5,99.3
MYS,2010,6.956588,2833.5007,18574.299,95.0,96.0,96.0,75.3761,1.49021,1,28655772.0,56.3,94.74988,13.3,99.5
MYS,2011,6.9766316,2865.8506,19390.0,95.0,96.0,96.0,75.4878,1.5528532,1,29162034.0,61.0,94.89503,11.88,99.5
MYS,2012,7.180488,2888.1394,20162.178,95.0,97.0,97.0,75.5524,1.4133307,1,29662835.0,65.8,95.03722,13.26,99.8
MYS,2013,8.009178,2845.659,20819.164,95.0,97.0,97.0,75.464,1.4992958,1,30174269.0,57.0575,95.176926,12.69,99.6
MYS,2014,7.9832,2833.8308,21769.006,92.0,97.0,97.0,75.3451,1.455113,1,30696133.0,63.6654,95.31425,12.59,99.7
MYS,2015,7.554295,2877.2405,22550.342,93.0,99.0,99.0,75.2876,1.5038984,1,31232796.0,71.0641,95.449196,12.47,99.9
MYS,2016,7.4644914,2864.1997,23251.902,96.0,98.0,98.0,75.3712,1.3843348,1,31789692.0,78.7883,95.58184,11.37,99.9
MYS,2017,7.5553155,2894.4197,24301.559,96.0,99.0,99.0,75.542,1.1003346,1,32355642.0,80.1405,95.71214,11.29,100.0
MYS,2018,7.9805346,2893.7705,25175.799,98.0,99.0,99.0,75.7341,0.96010417,1,32910963.0,81.201,95.808716,10.63,100.0
MYS,2019,8.303469,2892.361,25986.412,97.0,98.0,98.0,75.9005,0.8934133,1,33440590.0,84.1871,95.93568,10.28,100.0
MLI,2000,0.092239566,2175.7139,1153.0461,49.0,53.0,43.0,50.6046,1.4786497,2,11559291.0,0.142546,17.333618,72.64,9.6
MLI,2001,0.097504385,2218.6255,1309.2559,54.0,56.0,49.0,51.3004,1.2951722,2,11912162.0,0.185897,18.536629,71.83,10.8
MLI,2002,0.09839803,2212.3716,1321.3389,56.0,65.0,61.0,51.9954,1.2688504,2,12288051.0,0.227046,19.747852,71.55,13.0
MLI,2003,0.09820771,2229.8564,1391.2634,57.0,67.0,63.0,52.632,1.4193331,2,12684951.0,0.310364,20.966608,70.99,14.7
MLI,2004,0.10794224,2243.5117,1366.983,63.0,70.0,69.0,53.2527,1.4219989,2,13102415.0,0.43282,22.193274,70.8,16.4
MLI,2005,0.10771179,2278.1892,1414.7927,73.0,78.0,77.0,53.7925,1.384312,2,13538648.0,0.507063,23.42641,70.38,18.2
MLI,2006,0.10973555,2338.3037,1438.2079,68.0,79.0,78.0,54.3046,1.3914154,2,13990143.0,0.729627,24.667166,69.97,16.6
MLI,2007,0.12341926,2395.9543,1441.2059,66.0,76.0,74.0,54.7561,1.355034,2,14457776.0,0.81,25.914383,69.72,21.7
MLI,2008,0.13095535,2441.9214,1460.496,71.0,74.0,74.0,55.1868,1.4657149,2,14940786.0,1.57,27.16867,69.39,23.4
MLI,2009,0.12224778,2486.8284,1477.4183,73.0,77.0,73.0,55.5883,1.4186642,2,15435536.0,1.8,28.428661,68.99,24.0
MLI,2010,0.1309786,2679.5654,1504.9956,78.0,77.0,73.0,55.9931,1.3745668,2,15945201.0,2.0,29.693285,68.58,27.0
MLI,2011,0.13838123,2686.064,1500.0,72.0,72.0,66.0,56.3673,1.2410333,2,16469054.0,2.2,30.962236,68.09,28.8
MLI,2012,0.14369018,2699.484,1449.1959,67.0,65.0,65.0,56.6959,1.1964058,1,16957039.0,2.8,32.23522,67.96,25.6
MLI,2013,0.15712795,2697.5544,1444.1879,62.0,57.0,64.0,57.0523,1.1613791,1,17459619.0,3.5,33.51196,67.7,32.4
MLI,2014,0.17421013,2660.3262,1505.6677,65.0,62.0,66.0,57.4818,1.5159339,2,18020267.0,7.0,34.792408,66.7,34.2
MLI,2015,0.18281606,2659.9536,1555.8046,67.0,67.0,70.0,57.8519,2.3601744,2,18593022.0,10.33,36.07608,62.27,37.6
MLI,2016,0.22333899,2676.7703,1602.7819,70.0,72.0,76.0,58.2857,2.5861309,2,19191298.0,14.0,37.362957,64.9,38.8
MLI,2017,0.24057674,2691.9685,1642.5182,70.0,72.0,77.0,58.562,3.028601,2,19813016.0,18.9,38.65302,63.13,34.8
MLI,2018,0.25429592,2683.0618,1673.8774,71.0,71.0,76.0,58.8728,2.8235955,1,20442031.0,21.4,39.945816,63.0,50.9
MLI,2019,0.26551783,2723.3345,1706.0105,71.0,71.0,77.0,59.2173,2.7527165,1,21068405.0,24.9603,41.24156,62.44,47.9
MLT,2000,6.1718907,3398.4272,20434.549,74.0,94.0,94.0,77.9031,0.62807816,2,399905.0,13.1137,99.9492,2.04,100.0
MLT,2001,6.7940903,3393.542,20413.05,70.0,95.0,95.0,78.9023,0.66619,2,402788.0,17.8778,99.94904,2.35,100.0
MLT,2002,6.773783,3379.5068,20873.984,65.0,95.0,95.0,78.4668,0.63756067,2,405571.0,28.92,99.9489,2.34,100.0
MLT,2003,7.2528267,3400.0627,21273.135,90.0,94.0,94.0,78.6961,0.62982476,2,408236.0,31.64,99.94877,2.46,100.0
MLT,2004,6.935497,3390.0583,21233.002,94.0,89.0,89.0,79.1661,0.663925,2,410800.0,34.62,99.94862,2.26,100.0
MLT,2005,6.4109755,3382.6611,21905.215,86.0,94.0,92.0,79.4894,0.8225266,2,413324.0,41.24,99.9485,2.1,100.0
MLT,2006,6.3913054,3380.46,22233.717,94.0,83.0,85.0,79.5611,0.655774,2,415463.0,40.41,99.94842,2.03,100.0
MLT,2007,6.5383353,3384.5317,23048.264,79.0,76.0,74.0,79.7375,0.61898315,2,417201.0,46.9,99.94838,1.82,100.0
MLT,2008,6.4951987,3387.3413,23674.594,78.0,72.0,72.0,79.6904,0.6133547,2,418969.0,50.08,99.94834,1.79,100.0
MLT,2009,6.0857034,3396.6658,22927.654,82.0,73.0,73.0,80.4155,0.6767239,2,420800.0,58.86,99.9483,1.46,100.0
MLT,2010,6.1971707,3439.1772,23632.625,73.0,76.0,76.0,81.3977,0.6462127,2,422654.0,63.0,99.94826,1.34,100.0
MLT,2011,6.1422067,3439.1895,23871.0,84.0,96.0,96.0,80.8038,0.5717057,2,424635.0,68.0198,99.952934,1.17,100.0
MLT,2012,6.4438725,3487.191,24629.777,93.0,99.0,99.0,81.0638,0.5194757,2,426616.0,68.1999,99.9576,1.04,100.0
MLT,2013,5.6706905,3534.3623,25611.121,99.0,99.0,99.0,81.8181,0.49834037,2,428457.0,68.9138,99.96229,1.26,100.0
MLT,2014,5.563529,3478.918,27007.89,98.0,99.0,99.0,82.3176,0.4760263,2,434494.0,73.1141,99.96697,1.29,100.0
MLT,2015,3.8147235,3499.1858,28906.48,89.0,97.0,97.0,82.5914,0.45693287,2,444978.0,75.96,99.97167,1.47,100.0
MLT,2016,3.0220766,3460.4243,29207.27,93.0,97.0,97.0,82.6567,0.4966601,2,455276.0,78.0751,99.97638,1.17,100.0
MLT,2017,3.2853162,3521.6848,31495.494,91.0,98.0,98.0,83.0891,0.45670265,2,467902.0,81.0119,99.98109,1.0,100.0
MLT,2018,3.194038,3444.57,32292.822,96.0,97.0,97.0,82.9083,0.4141766,2,484560.0,81.658,99.9858,1.0,100.0
MLT,2019,3.272104,3322.9897,33220.285,96.0,98.0,98.0,82.8387,0.49125817,2,504017.0,85.7786,99.99053,1.02,100.0
MRT,2000,0.42620137,2727.2212,1934.7421,46.0,58.0,51.0,61.0435,2.9280055,1,2613450.0,0.192031,18.152973,41.04,19.1
MRT,2001,0.43769407,2734.9814,1964.4457,58.0,75.0,75.0,61.6617,4.0023847,1,2678766.0,0.261449,19.309328,40.82,22.2
