Code,Year,Daily calorie supply per person
WSM,1968,2132.316
WSM,1969,2201.0374
WSM,1970,2262.826
WSM,1971,2292.301
WSM,1972,2290.1536
WSM,1973,2319.4973
WSM,1974,2347.765
WSM,1975,2365.1445
WSM,1976,2367.2156
WSM,1977,2355.8203
WSM,1978,2330.2537
WSM,1979,2350.3303
WSM,1980,2307.7007
WSM,1981,2350.1123
WSM,1982,2369.6726
WSM,1983,2370.1326
WSM,1984,2362.0515
WSM,1985,2579.377
WSM,1986,2485.2847
WSM,1987,2560.8901
WSM,1988,2579.0984
WSM,1989,2518.6072
WSM,1990,2487.5044
WSM,1991,2489.367
WSM,1992,2379.7815
WSM,1993,2278.6956
WSM,1994,2339.3198
WSM,1995,2400.2634
WSM,1996,2430.7043
WSM,1997,2473.043
WSM,1998,2527.4954
WSM,1999,2613.6821
WSM,2000,2669.859
WSM,2001,2710.5156
WSM,2002,2702.7515
WSM,2003,2716.3557
WSM,2004,2769.5918
WSM,2005,2785.7727
WSM,2006,2757.559
WSM,2007,2748.8108
WSM,2008,2804.9148
WSM,2009,2782.7756
WSM,2010,2899.1248
WSM,2011,2867.9844
WSM,2012,2906.7637
WSM,2013,2946.512
WSM,2014,3004.7947
WSM,2015,2989.9824
WSM,2016,3035.7258
WSM,2017,3016.759
WSM,2018,3067.7383
WSM,2019,3083.9043
WSM,2020,3091.722
WSM,2021,3154.693
WSM,2022,3178.1423
WSM,2023,3116.323
STP,1961,2142.2646
STP,1962,2051.223
STP,1963,2036.8158
STP,1964,2066.788
STP,1965,2048.165
STP,1966,2025.622
STP,1967,2050.8083
STP,1968,2053.6753
STP,1969,2024.8108
STP,1970,2016.8214
STP,1971,1992.1614
STP,1972,1971.6263
STP,1973,1952.6782
STP,1974,1798.1934
STP,1975,1753.3728
STP,1976,1842.6112
STP,1977,1959.777
STP,1978,1971.5592
STP,1979,1936.0106
STP,1980,1982.6405
STP,1981,1977.0344
STP,1982,1956.2852
STP,1983,2013.2858
STP,1984,2012.9688
STP,1985,1987.761
STP,1986,1862.5352
STP,1987,1834.9396
STP,1988,1901.8597
STP,1989,2054.838
STP,1990,2106.1199
STP,1991,2126.783
STP,1992,2097.5671
STP,1993,2117.7363
STP,1994,2149.324
STP,1995,2032.3191
STP,1996,2088.3088
STP,1997,2109.3174
STP,1998,2144.8513
STP,1999,2152.2402
STP,2000,2295.9333
STP,2001,2331.9717
STP,2002,2362.6711
STP,2003,2394.828
STP,2004,2405.913
STP,2005,2441.262
STP,2006,2451.455
STP,2007,2411.7341
STP,2008,2383.5957
STP,2009,2368.384
STP,2010,2345.4912
STP,2011,2312.923
STP,2012,2332.5022
STP,2013,2363.612
STP,2014,2330.3616
STP,2015,2313.612
STP,2016,2357.291
STP,2017,2356.4978
STP,2018,2356.0703
STP,2019,2378.0627
STP,2020,2428.0166
STP,2021,2431.1658
STP,2022,2374.9185
STP,2023,2279.2915
SAU,1961,2856.5127
SAU,1962,2905.1655
SAU,1963,2962.4458
SAU,1964,3000.8271
SAU,1965,3058.0347
SAU,1966,3046.8247
SAU,1967,3080.738
SAU,1968,3070.8071
SAU,1969,3045.4355
SAU,1970,3073.779
SAU,1971,3083.668
SAU,1972,2859.4565
SAU,1973,2719.0627
SAU,1974,2715.9167
SAU,1975,2901.7861
SAU,1976,3091.8108
SAU,1977,3427.328
SAU,1978,3764.693
SAU,1979,4273.3076
SAU,1980,4677.3804
SAU,1981,4734.1733
SAU,1982,4754.4097
SAU,1983,4793.0347
SAU,1984,4443.446
SAU,1985,4390.047
SAU,1986,4184.1235
SAU,1987,4081.4321
SAU,1988,4393.1504
SAU,1989,4251.718
SAU,1990,4366.5
SAU,1991,4297.2104
SAU,1992,4106.719
SAU,1993,3986.0002
SAU,1994,3857.7527
SAU,1995,3980.4653
SAU,1996,3969.6492
SAU,1997,3946.1384
SAU,1998,3890.9248
SAU,1999,3895.774
SAU,2000,3873.911
SAU,2001,3775.9421
SAU,2002,3681.1826
SAU,2003,3652.8127
SAU,2004,3586.2454
SAU,2005,3591.8384
SAU,2006,3600.225
SAU,2007,3529.1055
SAU,2008,3412.3806
SAU,2009,3327.1416
SAU,2010,3400.2595
SAU,2011,3326.022
SAU,2012,3448.219
SAU,2013,3387.4106
SAU,2014,3488.6704
SAU,2015,3498.2095
SAU,2016,3521.6606
SAU,2017,3575.82
SAU,2018,3704.1
SAU,2019,3786.1301
SAU,2020,3780.0105
SAU,2021,3730.0095
SAU,2022,3720.4697
SAU,2023,3659.84
SEN,1961,2176.4595
SEN,1962,2195.7764
SEN,1963,2493.423
SEN,1964,2407.3594
SEN,1965,2377.1907
SEN,1966,2301.0894
SEN,1967,2304.2515
SEN,1968,2236.7163
SEN,1969,2225.0312
SEN,1970,2072.0127
SEN,1971,2066.8262
SEN,1972,2037.873
SEN,1973,2117.37
SEN,1974,2143.065
SEN,1975,2088.9956
SEN,1976,2088.2275
SEN,1977,1957.3555
SEN,1978,1978.9645
SEN,1979,2082.3313
SEN,1980,2078.7388
SEN,1981,2316.4526
SEN,1982,2266.468
SEN,1983,2107.1167
SEN,1984,2218.0269
SEN,1985,2334.069
SEN,1986,2240.9116
SEN,1987,2034.02
SEN,1988,2040.2391
SEN,1989,2043.0825
SEN,1990,2177.1602
SEN,1991,2185.547
SEN,1992,2062.2197
SEN,1993,2184.2202
SEN,1994,2112.1013
SEN,1995,2133.6648
SEN,1996,2077.4834
SEN,1997,2086.7869
SEN,1998,2081.513
SEN,1999,2129.231
SEN,2000,2140.9316
SEN,2001,2154.003
SEN,2002,2128.3872
SEN,2003,2213.2183
SEN,2004,2246.4207
SEN,2005,2244.0735
SEN,2006,2326.653
SEN,2007,2368.7922
SEN,2008,2477.468
SEN,2009,2495.4875
SEN,2010,2456.3286
SEN,2011,2446.7397
SEN,2012,2480.3083
SEN,2013,2430.6587
SEN,2014,2444.6494
SEN,2015,2468.1992
SEN,2016,2524.1006
SEN,2017,2561.3997
SEN,2018,2590.1506
SEN,2019,2645.599
SEN,2020,2717.5205
SEN,2021,2736.4504
SEN,2022,2773.65
SEN,2023,2847.7695
SRB,2006,3620.466
SRB,2007,3563.0564
SRB,2008,3564.3179
SRB,2009,3606.232
SRB,2010,3330.8845
SRB,2011,3391.751
SRB,2012,3409.7483
SRB,2013,3471.7786
SRB,2014,3434.7288
SRB,2015,3494.4365
SRB,2016,3492.8086
SRB,2017,3519.7214
SRB,2018,3586.8433
SRB,2019,3678.8574
SRB,2020,3747.1978
SRB,2021,3816.8508
SRB,2022,3860.1072
SRB,2023,3878.9277
OWID_SRM,1992,3055.388
OWID_SRM,1993,2983.868
OWID_SRM,1994,2864.042
OWID_SRM,1995,3003.2031
OWID_SRM,1996,3193.2354
OWID_SRM,1997,3171.7131
OWID_SRM,1998,3093.3708
OWID_SRM,1999,3057.4597
OWID_SRM,2000,2870.5134
OWID_SRM,2001,2835.0278
OWID_SRM,2002,2850.7505
OWID_SRM,2003,2913.489
OWID_SRM,2004,2914.7473
OWID_SRM,2005,2916.0461
SYC,2010,2830.0847
SYC,2011,2756.1233
SYC,2012,2721.0166
SYC,2013,2691.4353
SYC,2014,2768.956
SYC,2015,2857.3872
SYC,2016,2894.0583
SYC,2017,2818.414
SYC,2018,2908.9014
SYC,2019,2860.0684
SYC,2020,2901.603
SYC,2021,2874.7761
SYC,2022,2890.0408
SYC,2023,2888.3916
SLE,1961,1725.1862
SLE,1962,1753.6064
SLE,1963,1861.3352
SLE,1964,1874.6404
SLE,1965,2028.9143
SLE,1966,2112.657
SLE,1967,2154.312
SLE,1968,2116.2932
SLE,1969,2124.316
SLE,1970,2146.1843
SLE,1971,2115.3972
SLE,1972,2091.1685
SLE,1973,2057.5278
SLE,1974,2026.8269
SLE,1975,2046.5264
SLE,1976,2016.6653
SLE,1977,2052.6228
SLE,1978,2048.884
SLE,1979,2040.9453
SLE,1980,2070.0486
SLE,1981,2060.5103
SLE,1982,2056.349
SLE,1983,1943.0132
SLE,1984,1921.2681
SLE,1985,1943.4769
SLE,1986,1971.4144
SLE,1987,1985.994
SLE,1988,1941.8241
SLE,1989,1946
SLE,1990,1878.5232
SLE,1991,1900.38
SLE,1992,1952.9182
SLE,1993,1956.557
SLE,1994,2003.8844
SLE,1995,2007.1105
SLE,1996,2032.2465
SLE,1997,2034.3146
SLE,1998,1985.7115
SLE,1999,1930.9818
SLE,2000,1862.4135
SLE,2001,1826.3457
SLE,2002,1848.1958
SLE,2003,1849.6324
SLE,2004,1862.3605
SLE,2005,1937.5514
SLE,2006,2023.4026
SLE,2007,2066.7898
SLE,2008,2061.809
SLE,2009,2096.865
SLE,2010,2379.0781
SLE,2011,2400.437
SLE,2012,2385.9307
SLE,2013,2372.4475
SLE,2014,2323.8118
SLE,2015,2404.9165
SLE,2016,2324.127
SLE,2017,2356.59
SLE,2018,2360.4275
SLE,2019,2306.6287
SLE,2020,2319.771
SLE,2021,2366.6692
SLE,2022,2418.5002
SLE,2023,2437.2961
SVK,1993,2794.5242
SVK,1994,2983.332
SVK,1995,2839.6133
SVK,1996,2911.1863
SVK,1997,2908.9856
SVK,1998,2944.03
SVK,1999,2887.2322
SVK,2000,2782.1304
SVK,2001,2789.4321
SVK,2002,2805.3706
SVK,2003,2795.6062
SVK,2004,2823.268
SVK,2005,2848.5576
SVK,2006,2843.6184
SVK,2007,2809.0728
SVK,2008,2883.0999
SVK,2009,2920.4937
SVK,2010,2823.1462
SVK,2011,2811.2124
SVK,2012,2764.1565
SVK,2013,2859.209
SVK,2014,2833.2659
SVK,2015,2738.341
SVK,2016,2857.3389
SVK,2017,2884.3691
SVK,2018,2908.1206
SVK,2019,3028.7617
SVK,2020,3015.5757
SVK,2021,2979.0867
SVK,2022,2980.593
SVK,2023,2979.956
SVN,1992,2600.2664
SVN,1993,2793.8306
SVN,1994,2849.6245
SVN,1995,2912.7056
SVN,1996,3052.9214
SVN,1997,2933.779
SVN,1998,2857.8293
SVN,1999,3074.058
SVN,2000,3060.896
SVN,2001,3055.485
SVN,2002,3078.5696
SVN,2003,3110.658
SVN,2004,3160.3
SVN,2005,3075.7444
SVN,2006,3129.1648
SVN,2007,3152.1145
SVN,2008,3166.7688
SVN,2009,3192.1025
SVN,2010,3241.1282
SVN,2011,3231.2021
SVN,2012,3221.627
SVN,2013,3231.411
SVN,2014,3262.4778
SVN,2015,3229.936
SVN,2016,3227.716
SVN,2017,3259.5798
SVN,2018,3250.1235
SVN,2019,3192.803
SVN,2020,3147.5583
SVN,2021,3089.0627
SVN,2022,3130.6484
SVN,2023,3200.299
,1961,2005
,1962,2069
,1963,2133
,1964,2123
,1965,2131
,1966,2111
,1967,2132
,1968,2167
,1969,2206
,1970,2246
,1971,2322
,1972,2301
,1973,2298
,1974,2382
,1975,2329
,1976,2377
,1977,2377
,1978,2424
,1979,2399
,1980,2485
,1981,2491
,1982,2502
,1983,2523
,1984,2545
,1985,2564
,1986,2547
,1987,2520
,1988,2455
,1989,2455
,1990,2393
,1991,2357
,1992,2287
,1993,2252
,1994,2269
,1995,2272
,1996,2298
,1997,2330
,1998,2366
,1999,2444
,2000,2506
,2001,2521
,2002,2548
,2003,2532
,2004,2577
,2005,2576
,2006,2596
,2007,2611
,2008,2568
,2009,2617
,2010,2603.4
,2011,2624.91
,2012,2631.57
,2013,2642.34
,2014,2671.72
,2015,2675.42
,2016,2707.28
,2017,2729.04
,2018,2725.57
,2019,2720.83
,2020,2686.29
,2021,2651.62
,2022,2606.77
,2023,2577.94
SLB,1961,1865.1073
SLB,1962,1877.4365
SLB,1963,1900.4191
SLB,1964,1994.5917
SLB,1965,1956.6932
SLB,1966,1997.1697
SLB,1967,2039.2073
SLB,1968,2029.448
SLB,1969,2033.5618
SLB,1970,2069.4263
SLB,1971,2042.667
SLB,1972,2060.047
SLB,1973,2063.629
SLB,1974,2126.4663
SLB,1975,2099.592
SLB,1976,2108.8462
SLB,1977,2130.1895
SLB,1978,2119.5955
SLB,1979,2177.9844
SLB,1980,2136.8682
SLB,1981,2092.6555
SLB,1982,2168.8826
SLB,1983,2147.4985
SLB,1984,2147.8936
SLB,1985,2159.611
SLB,1986,2131.7778
SLB,1987,2121.3699
SLB,1988,2100.1162
SLB,1989,2068.1404
SLB,1990,1987.1353
SLB,1991,2042.9825
SLB,1992,2039.6917
SLB,1993,2018.9583
SLB,1994,2136.8586
SLB,1995,2221.6824
SLB,1996,2149.6123
SLB,1997,2243.742
SLB,1998,2222.3071
SLB,1999,2152.5837
SLB,2000,2200.8577
SLB,2001,2185.4355
SLB,2002,2273.486
SLB,2003,2304.7983
SLB,2004,2317.8977
SLB,2005,2356.2131
SLB,2006,2404.9902
SLB,2007,2380.4802
SLB,2008,2456.5942
SLB,2009,2438.0874
SLB,2010,2416.1526
SLB,2011,2375.7656
SLB,2012,2324.3074
SLB,2013,2318.3323
SLB,2014,2343.151
SLB,2015,2309.273
SLB,2016,2300.6956
SLB,2017,2341.676
SLB,2018,2308.0408
SLB,2019,2356.8906
SLB,2020,2310.5544
SLB,2021,2255.9583
SLB,2022,2190.886
SLB,2023,2165.6191
SOM,2010,1489.9331
SOM,2011,1544.9783
SOM,2012,1613.0687
SOM,2013,1662.7865
SOM,2014,1706.9296
SOM,2015,1679.9545
SOM,2016,1683.0785
SOM,2017,1722.7756
SOM,2018,1724.1085
SOM,2019,1789.8273
SOM,2020,1819.0105
SOM,2021,1812.4077
SOM,2022,1812.4296
ZAF,1947,2422
ZAF,1948,2517
ZAF,1961,2819.8037
ZAF,1962,2750.637
ZAF,1963,2854.8318
ZAF,1964,2875.647
ZAF,1965,2972.715
ZAF,1966,2846.933
ZAF,1967,2773.5125
ZAF,1968,2806.8518
ZAF,1969,2833.2283
ZAF,1970,2845.1965
ZAF,1971,2807.0266
ZAF,1972,2874.3237
ZAF,1973,2912.8386
ZAF,1974,2881.9722
ZAF,1975,2897.9084
ZAF,1976,2846.523
ZAF,1977,2829.5862
ZAF,1978,2830.007
ZAF,1979,2791.1172
ZAF,1980,2819.1597
ZAF,1981,2764.997
ZAF,1982,2819.4932
ZAF,1983,2723.7285
ZAF,1984,2701.4243
ZAF,1985,2717.358
ZAF,1986,2630.1665
ZAF,1987,2701.5544
ZAF,1988,2628.6052
ZAF,1989,2565.6501
ZAF,1990,2555.4285
ZAF,1991,2546.2136
ZAF,1992,2546.0996
ZAF,1993,2597.1702
ZAF,1994,2604.9417
ZAF,1995,2613.5115
ZAF,1996,2615.1257
ZAF,1997,2644.878
ZAF,1998,2682.804
ZAF,1999,2681.249
ZAF,2000,2744.4092
ZAF,2001,2783.3972
ZAF,2002,2795.168
ZAF,2003,2830.4805
ZAF,2004,2853.6797
ZAF,2005,2877.139
ZAF,2006,2863.8174
ZAF,2007,2866.512
ZAF,2008,2875.5134
ZAF,2009,2888.4075
ZAF,2010,2867.4702
ZAF,2011,2871.87
ZAF,2012,2890.95
ZAF,2013,2870.77
ZAF,2014,2838.51
ZAF,2015,2801.2302
ZAF,2016,2818.74
ZAF,2017,2835.26
ZAF,2018,2826.07
ZAF,2019,2789.4805
ZAF,2020,2760.1802
ZAF,2021,2686.49
ZAF,2022,2724.1897
ZAF,2023,2693.9397
OWID_SAM,1961,2318.4553
OWID_SAM,1962,2347.278
OWID_SAM,1963,2311.9868
OWID_SAM,1964,2375.8647
OWID_SAM,1965,2396.965
OWID_SAM,1966,2384.3884
OWID_SAM,1967,2410.2327
OWID_SAM,1968,2460.1497
OWID_SAM,1969,2473.598
OWID_SAM,1970,2462.9456
OWID_SAM,1971,2464.7314
OWID_SAM,1972,2431.3132
OWID_SAM,1973,2405.363
OWID_SAM,1974,2500.3308
OWID_SAM,1975,2520.6108
OWID_SAM,1976,2550.0667
OWID_SAM,1977,2562.5276
OWID_SAM,1978,2592.0254
OWID_SAM,1979,2658.9397
OWID_SAM,1980,2671.2415
OWID_SAM,1981,2628.7007
OWID_SAM,1982,2614.7437
OWID_SAM,1983,2580.4565
OWID_SAM,1984,2582.3987
OWID_SAM,1985,2598.7844
OWID_SAM,1986,2610.5789
OWID_SAM,1987,2643.7334
OWID_SAM,1988,2639.4268
OWID_SAM,1989,2623.6548
OWID_SAM,1990,2601.067
OWID_SAM,1991,2658.8489
OWID_SAM,1992,2682.9553
OWID_SAM,1993,2686.589
OWID_SAM,1994,2721.97
OWID_SAM,1995,2729.278
OWID_SAM,1996,2743.4531
OWID_SAM,1997,2748.6887
OWID_SAM,1998,2741.92
OWID_SAM,1999,2768.6663
OWID_SAM,2000,2793.1917
OWID_SAM,2001,2801.0898
OWID_SAM,2002,2775.7075
OWID_SAM,2003,2862.5872
OWID_SAM,2004,2878.0178
OWID_SAM,2005,2889.5823
OWID_SAM,2006,2911.6128
OWID_SAM,2007,2931.8865
OWID_SAM,2008,2993.1904
OWID_SAM,2009,2978.1633
OWID_SAM,2010,3058.1445
OWID_SAM,2011,3083.299
OWID_SAM,2012,3072.9368
OWID_SAM,2013,3091.756
OWID_SAM,2014,3128.8926
OWID_SAM,2015,3098.0303
OWID_SAM,2016,3053.586
OWID_SAM,2017,3067.0994
OWID_SAM,2018,3095.4573
OWID_SAM,2019,3110.2498
OWID_SAM,2020,3117.303
OWID_SAM,2021,3170.3223
OWID_SAM,2022,3201.4985
OWID_SAM,2023,3204.6096
,1961,2329
,1962,2357
,1963,2320
,1964,2383
,1965,2404
,1966,2390
,1967,2416
,1968,2466
,1969,2479
,1970,2467
,1971,2468
,1972,2433
,1973,2407
,1974,2501
,1975,2520
,1976,2548
,1977,2560
,1978,2588
,1979,2654
,1980,2666
,1981,2624
,1982,2610
,1983,2576
,1984,2578
,1985,2595
,1986,2607
,1987,2640
,1988,2636
,1989,2621
,1990,2599
,1991,2658
,1992,2683
,1993,2687
,1994,2724
,1995,2731
,1996,2745
,1997,2749
,1998,2742
,1999,2768
,2000,2792
,2001,2797
,2002,2769
,2003,2853
,2004,2866
,2005,2875
,2006,2895
,2007,2914
,2008,2973
,2009,2956
,2010,3058.14
,2011,3083.3
,2012,3072.93
,2013,3091.76
,2014,3128.89
,2015,3098.03
,2016,3053.59
,2017,3067.1
,2018,3095.46
,2019,3110.25
,2020,3117.3
,2021,3170.32
,2022,3201.5
,2023,3204.61
KOR,1961,2057.7644
KOR,1962,2098.6626
KOR,1963,2129.3508
KOR,1964,2174.7283
KOR,1965,2294.9543
KOR,1966,2371.3323
KOR,1967,2434.9104
KOR,1968,2528.683
KOR,1969,2633.0603
KOR,1970,2720.3625
KOR,1971,2798.541
KOR,1972,2871.7786
KOR,1973,2952.8296
KOR,1974,2924.4211
KOR,1975,3005.3337
KOR,1976,3064.4446
KOR,1977,3024.607
KOR,1978,3098.096
KOR,1979,3073.6042
KOR,1980,2970.2668
KOR,1981,2920.625
KOR,1982,2887.461
KOR,1983,2898.9202
KOR,1984,2948.3767
KOR,1985,2904.6035
KOR,1986,2948.6377
KOR,1987,3020.5352
KOR,1988,3025.5366
KOR,1989,2994.9573
KOR,1990,2881.6045
KOR,1991,2878.6287
KOR,1992,2938.317
KOR,1993,2900.7676
KOR,1994,2928.903
KOR,1995,2974.3455
KOR,1996,3013.2202
KOR,1997,3025.7878
KOR,1998,2933.1628
KOR,1999,3045.5068
KOR,2000,3041.7576
KOR,2001,3025.3008
KOR,2002,3022.0417
KOR,2003,2999.6306
KOR,2004,3039.7983
KOR,2005,3048.931
KOR,2006,3066.602
KOR,2007,3099.5737
KOR,2008,3154.8057
KOR,2009,3177.817
KOR,2010,3330.57
KOR,2011,3335.28
KOR,2012,3290.0598
KOR,2013,3295.6096
KOR,2014,3328.5303
KOR,2015,3326.01
KOR,2016,3325.3604
KOR,2017,3377.96
KOR,2018,3388.4697
KOR,2019,3383.8804
KOR,2020,3374.51
KOR,2021,3409.0198
KOR,2022,3428.9697
KOR,2023,3430.3496
SSD,2019,2346.8357
SSD,2020,2355.5442
SSD,2021,2387.4766
SSD,2022,2391.074
,1961,1836
,1962,1860
,1963,1883
,1964,1903
,1965,1891
,1966,1896
,1967,1882
,1968,1902
,1969,1921
,1970,1946
,1971,1955
,1972,1964
,1973,2014
,1974,2040
,1975,2012
,1976,2005
,1977,2021
,1978,2067
,1979,2097
,1980,2126
,1981,2174
,1982,2149
,1983,2175
,1984,2201
,1985,2187
,1986,2208
,1987,2216
,1988,2251
,1989,2254
,1990,2178
,1991,2183
,1992,2229
,1993,2250
,1994,2299
,1995,2338
,1996,2363
,1997,2337
,1998,2352
,1999,2366
,2000,2377
,2001,2380
,2002,2415
,2003,2438
,2004,2466
,2005,2477
,2006,2509
,2007,2549
,2008,2574
,2009,2607
,2010,2627.2
,2011,2661.05
,2012,2694.28
,2013,2701.02
,2014,2747.62
,2015,2758.96
,2016,2806.07
,2017,2843.41
,2018,2846.39
,2019,2863.96
,2020,2872.88
,2021,2879.14
,2022,2915.48
,2023,2926.24
,1961,2603
,1962,2552
,1963,2652
,1964,2680
,1965,2778
,1966,2679
,1967,2631
,1968,2678
,1969,2712
,1970,2735
,1971,2713
,1972,2775
,1973,2808
,1974,2786
,1975,2806
,1976,2770
,1977,2766
,1978,2774
,1979,2747
,1980,2783
,1981,2758
,1982,2829
,1983,2768
,1984,2774
,1985,2808
,1986,2750
,1987,2843
,1988,2796
,1989,2751
,1990,2755
,1991,2744
,1992,2725
,1993,2755
,1994,2749
,1995,2731
,1996,2722
,1997,2738
,1998,2764
,1999,2760
,2000,2808
,2001,2833
,2002,2829
,2003,2851
,2004,2866
,2005,2875
,2006,2852
,2007,2844
,2008,2844
,2009,2853
,2010,2807.18
,2011,2813.78
,2012,2834.3
,2013,2814.9
,2014,2783.52
,2015,2749.01
,2016,2764.07
,2017,2782.15
,2018,2773.85
,2019,2738.46
,2020,2708.78
,2021,2647.61
,2022,2685.31
,2023,2661.65
,1961,2014
,1962,2048
,1963,1993
,1964,2028
,1965,1985
,1966,1985
,1967,2017
,1968,2041
,1969,2085
,1970,2143
,1971,2028
,1972,2022
,1973,2082
,1974,2011
,1975,2086
,1976,2002
,1977,2119
,1978,2173
,1979,2084
,1980,2049
,1981,2095
,1982,2082
,1983,2222
,1984,2224
,1985,2179
,1986,2179
,1987,2208
,1988,2274
,1989,2363
,1990,2242
,1991,2299
,1992,2335
,1993,2284
,1994,2305
,1995,2329
,1996,2345
,1997,2371
,1998,2368
,1999,2410
,2000,2390
,2001,2353
,2002,2312
,2003,2321
,2004,2312
,2005,2322
,2006,2367
,2007,2426
,2008,2443
,2009,2442
,2010,2377.72
,2011,2401.25
,2012,2404.52
,2013,2433.03
,2014,2457.76
,2015,2451.94
,2016,2488.56
,2017,2530.23
,2018,2526.9
,2019,2545.58
,2020,2564.33
,2021,2577.42
,2022,2593.13
,2023,2648.85
,1961,2838
,1962,2925
,1963,2941
,1964,2921
,1965,2982
,1966,3021
,1967,3082
,1968,3112
,1969,3111
,1970,3190
,1971,3197
,1972,3224
,1973,3286
,1974,3335
,1975,3292
,1976,3292
,1977,3256
,1978,3310
,1979,3358
,1980,3372
,1981,3313
,1982,3288
,1983,3279
,1984,3298
,1985,3321
,1986,3365
,1987,3400
,1988,3427
,1989,3449
,1990,3469
,1991,3500
,1992,3332
,1993,3279
,1994,3297
,1995,3285
,1996,3373
,1997,3355
,1998,3402
,1999,3418
,2000,3393
,2001,3393
,2002,3406
,2003,3377
,2004,3383
,2005,3342
,2006,3367
,2007,3368
,2008,3361
,2009,3360
,2010,3416.8
,2011,3423.21
,2012,3418.18
,2013,3432.45
,2014,3358.18
,2015,3379.18
,2016,3400.48
,2017,3413.68
,2018,3435
,2019,3482.19
,2020,3496.99
,2021,3520.21
,2022,3529.95
,2023,3562.43
ESP,1947,2180
ESP,1948,2377
ESP,1961,2662.2422
ESP,1962,2791.0444
ESP,1963,2699.537
ESP,1964,2595.4028
ESP,1965,2657.2756
ESP,1966,2711.5889
ESP,1967,2740.2585
ESP,1968,2746.4312
ESP,1969,2637.588
ESP,1970,2729.6497
ESP,1971,2760.9336
ESP,1972,2835.3242
ESP,1973,2845.9932
ESP,1974,3074.8027
ESP,1975,3079.109
ESP,1976,3044.5942
ESP,1977,3000.8674
ESP,1978,2999.5034
ESP,1979,3046.1033
ESP,1980,3112.301
ESP,1981,2977.449
ESP,1982,3064.6667
ESP,1983,3038.692
ESP,1984,3027.9844
ESP,1985,3099.5815
ESP,1986,3085.707
ESP,1987,3135.0813
ESP,1988,3190.519
ESP,1989,3221.6077
ESP,1990,3243.1536
ESP,1991,3390.102
ESP,1992,3375.6023
ESP,1993,3270.072
ESP,1994,3258.6807
ESP,1995,3166.2598
ESP,1996,3296.649
ESP,1997,3235.0332
ESP,1998,3264.091
ESP,1999,3260.1687
ESP,2000,3299.6497
ESP,2001,3292.5286
ESP,2002,3326.1223
ESP,2003,3258.9514
ESP,2004,3206.6165
ESP,2005,3178.1094
ESP,2006,3179.5325
ESP,2007,3162.6348
ESP,2008,3139.1667
ESP,2009,3144.441
ESP,2010,3181.45
ESP,2011,3200.69
ESP,2012,3195.8098
ESP,2013,3219.6199
ESP,2014,3175.4902
ESP,2015,3203.0505
ESP,2016,3280.58
ESP,2017,3297.4905
ESP,2018,3346.3901
ESP,2019,3349.21
ESP,2020,3345.9204
ESP,2021,3375.6992
ESP,2022,3355.2395
ESP,2023,3377.1597
LKA,1947,1977
LKA,1948,1918
LKA,1961,2121.8994
LKA,1962,2143.7605
LKA,1963,2184.6562
LKA,1964,2288.9233
LKA,1965,2291.0212
LKA,1966,2341.146
LKA,1967,2369.9949
LKA,1968,2367.0354
LKA,1969,2328.339
LKA,1970,2306.5588
LKA,1971,2240.287
LKA,1972,2198.4316
LKA,1973,2223.901
LKA,1974,2216.0571
LKA,1975,2201.9795
LKA,1976,2214.007
LKA,1977,2233.8467
LKA,1978,2297.0715
LKA,1979,2348.7844
LKA,1980,2312.4622
LKA,1981,2269.351
LKA,1982,2287.3503
LKA,1983,2364.2542
LKA,1984,2372.1406
LKA,1985,2409.9932
LKA,1986,2389.5571
LKA,1987,2332.8213
LKA,1988,2357.6636
LKA,1989,2320.3057
LKA,1990,2295.7468
LKA,1991,2327.396
LKA,1992,2280.8096
LKA,1993,2205.137
LKA,1994,2398.0623
LKA,1995,2306.7258
LKA,1996,2297.921
LKA,1997,2298.088
LKA,1998,2294.5288
LKA,1999,2352.5735
LKA,2000,2261.3572
LKA,2001,2288.283
LKA,2002,2266.8867
LKA,2003,2277.5037
LKA,2004,2307.135
LKA,2005,2319.1343
LKA,2006,2350.9685
LKA,2007,2360.842
LKA,2008,2421.9944
LKA,2009,2429.7856
LKA,2010,2463.4097
LKA,2011,2448.8296
LKA,2012,2512.92
LKA,2013,2525.3003
LKA,2014,2556.4707
LKA,2015,3006.0796
LKA,2016,2740.5208
LKA,2017,2616.2292
LKA,2018,2764.6704
LKA,2019,2718.9397
LKA,2020,3008.1501
LKA,2021,2937.419
LKA,2022,2567.6406
LKA,2023,2675.1106
SDN,2012,2465.83
SDN,2013,2522.483
SDN,2014,2532.1704
SDN,2015,2514.7083
SDN,2016,2488.7947
SDN,2017,2436.1912
SDN,2018,2454.267
SDN,2019,2441.7378
SDN,2020,2488.9453
SDN,2021,2493.449
SDN,2022,2513.4753
OWID_SDN,1961,1620.992
OWID_SDN,1962,1828.9568
OWID_SDN,1963,1748.3578
OWID_SDN,1964,1779.2745
OWID_SDN,1965,1606.6849
OWID_SDN,1966,1606.4371
OWID_SDN,1967,1719.4586
OWID_SDN,1968,1757.0852
OWID_SDN,1969,1791.7911
OWID_SDN,1970,1912.0526
OWID_SDN,1971,1909.1967
OWID_SDN,1972,1892.3093
OWID_SDN,1973,1937.9523
OWID_SDN,1974,1968.8612
OWID_SDN,1975,1826.5784
OWID_SDN,1976,1872.2739
OWID_SDN,1977,1940.5883
OWID_SDN,1978,2060.639
