Code,Year,Share of the population using at least basic sanitation
TTO,2016,94.300964
TTO,2017,94.28443
TTO,2018,94.26779
TTO,2019,94.25126
TTO,2020,94.23506
TTO,2021,94.21942
TTO,2022,94.20456
TTO,2023,94.190704
TTO,2024,94.17807
TUN,2000,77.680565
TUN,2001,78.30129
TUN,2002,79.238174
TUN,2003,80.17312
TUN,2004,81.09954
TUN,2005,81.99688
TUN,2006,82.89498
TUN,2007,83.79293
TUN,2008,84.6909
TUN,2009,85.588684
TUN,2010,86.48582
TUN,2011,87.38265
TUN,2012,88.27872
TUN,2013,89.17341
TUN,2014,90.0672
TUN,2015,90.96104
TUN,2016,91.85409
TUN,2017,92.74574
TUN,2018,93.635475
TUN,2019,94.52249
TUN,2020,95.40608
TUN,2021,96.28568
TUN,2022,97.16063
TUN,2023,97.98492
TUN,2024,98.53734
TUR,2000,86.53261
TUR,2001,86.692406
TUR,2002,87.487686
TUR,2003,88.26703
TUR,2004,89.030815
TUR,2005,89.778534
TUR,2006,90.51103
TUR,2007,91.22807
TUR,2008,91.93022
TUR,2009,92.617096
TUR,2010,93.289276
TUR,2011,93.94679
TUR,2012,94.5901
TUR,2013,95.218185
TUR,2014,95.83199
TUR,2015,96.43179
TUR,2016,97.018074
TUR,2017,97.59109
TUR,2018,98.1514
TUR,2019,98.69933
TUR,2020,99.23074
TUR,2021,99.24293
TUR,2022,99.25482
TUR,2023,99.26641
TUR,2024,99.2777
TKM,2000,93.31876
TKM,2001,93.30987
TKM,2002,93.30096
TKM,2003,93.2921
TKM,2004,93.283295
TKM,2005,93.660355
TKM,2006,94.03851
TKM,2007,94.4179
TKM,2008,94.78889
TKM,2009,95.15825
TKM,2010,95.52912
TKM,2011,95.90168
TKM,2012,96.27603
TKM,2013,96.65233
TKM,2014,97.0308
TKM,2015,97.41154
TKM,2016,97.794716
TKM,2017,98.18051
TKM,2018,98.569046
TKM,2019,98.96047
TKM,2020,99.35495
TKM,2021,99.74093
TKM,2022,99.73915
TKM,2023,99.73732
TKM,2024,99.73545
TCA,2016,93.120926
TCA,2017,93.12589
TCA,2018,93.13053
TCA,2019,93.134865
TCA,2020,93.138916
TCA,2021,93.14269
TCA,2022,93.14622
TCA,2023,93.14952
TCA,2024,93.1526
TUV,2000,78.93624
TUV,2001,79.365746
TUV,2002,79.792404
TUV,2003,80.2317
TUV,2004,80.67252
TUV,2005,81.10615
TUV,2006,81.60221
TUV,2007,82.09297
TUV,2008,82.57843
TUV,2009,83.05848
TUV,2010,83.533195
TUV,2011,84.00262
TUV,2012,84.46677
TUV,2013,84.92561
TUV,2014,85.379135
TUV,2015,85.82755
TUV,2016,86.27112
TUV,2017,86.710075
TUV,2018,87.14468
TUV,2019,87.57516
TUV,2020,88.001785
TUV,2021,88.42478
TUV,2022,88.844406
TUV,2023,89.26089
TUV,2024,89.67445
UGA,2000,14.711663
UGA,2001,15.10441
UGA,2002,15.496653
UGA,2003,15.888348
UGA,2004,16.279598
UGA,2005,16.66977
UGA,2006,17.05956
UGA,2007,17.448483
UGA,2008,17.836786
UGA,2009,18.224138
UGA,2010,18.61078
UGA,2011,18.996529
UGA,2012,19.381472
UGA,2013,19.76516
UGA,2014,20.148092
UGA,2015,20.529951
UGA,2016,20.910435
UGA,2017,21.289505
UGA,2018,21.666872
UGA,2019,22.04289
UGA,2020,22.417147
UGA,2021,22.789614
UGA,2022,23.160389
UGA,2023,23.529322
UGA,2024,23.896387
UKR,2000,94.39661
UKR,2001,94.51757
UKR,2002,94.643135
UKR,2003,94.77155
UKR,2004,94.95417
UKR,2005,95.13737
UKR,2006,95.318535
UKR,2007,95.49861
UKR,2008,95.67764
UKR,2009,95.85558
UKR,2010,96.028465
UKR,2011,96.20088
UKR,2012,96.372894
UKR,2013,96.54449
UKR,2014,96.71566
UKR,2015,96.834206
UKR,2016,96.95235
UKR,2017,97.07005
UKR,2018,97.1877
UKR,2019,97.30522
UKR,2020,97.3955
UKR,2021,97.479095
UKR,2022,97.56208
UKR,2023,97.64436
UKR,2024,97.72583
ARE,2000,99.16086
ARE,2001,99.156876
ARE,2002,99.15295
ARE,2003,99.14909
ARE,2004,99.145294
ARE,2005,99.14157
ARE,2006,99.1379
ARE,2007,99.13433
ARE,2008,99.13087
ARE,2009,99.12749
ARE,2010,99.1242
ARE,2011,99.121
ARE,2012,99.1179
ARE,2013,99.11488
ARE,2014,99.11194
ARE,2015,99.10909
ARE,2016,99.10632
ARE,2017,99.10363
ARE,2018,99.10102
ARE,2019,99.09848
ARE,2020,99.09601
ARE,2021,99.09363
ARE,2022,99.0913
ARE,2023,99.08905
ARE,2024,99.086876
GBR,2000,99.12999
GBR,2001,99.12955
GBR,2002,99.12825
GBR,2003,99.12697
GBR,2004,99.1257
GBR,2005,99.12444
GBR,2006,99.1232
GBR,2007,99.12197
GBR,2008,99.12076
GBR,2009,99.11955
GBR,2010,99.11837
GBR,2011,99.11719
GBR,2012,99.11602
GBR,2013,99.11486
GBR,2014,99.11371
GBR,2015,99.112564
GBR,2016,99.11142
GBR,2017,99.11029
GBR,2018,99.10918
GBR,2019,99.10806
GBR,2020,99.106964
GBR,2021,99.10587
GBR,2022,99.1048
GBR,2023,99.10372
GBR,2024,99.10266
USA,2000,99.872734
USA,2001,99.872444
USA,2002,99.87216
USA,2003,99.87188
USA,2004,99.871605
USA,2005,99.87132
USA,2006,99.871056
USA,2007,99.87077
USA,2008,99.87051
USA,2009,99.87023
USA,2010,99.87054
USA,2011,99.84801
USA,2012,99.825905
USA,2013,99.804245
USA,2014,99.78304
USA,2015,99.76232
USA,2016,99.74208
USA,2017,99.72235
USA,2018,99.703125
USA,2019,99.68443
USA,2020,99.666275
USA,2021,99.648674
USA,2022,99.631615
USA,2023,99.61512
USA,2024,99.61827
VIR,2000,99.039566
VIR,2001,99.04954
VIR,2002,99.0595
VIR,2003,99.06947
VIR,2004,99.07944
VIR,2005,99.08941
VIR,2006,99.09938
VIR,2007,99.109344
VIR,2008,99.119316
VIR,2009,99.12929
VIR,2010,99.13925
VIR,2011,99.14922
VIR,2012,99.159195
VIR,2013,99.16916
VIR,2014,99.17913
VIR,2015,99.1891
VIR,2016,99.199066
VIR,2017,99.20904
VIR,2018,99.21901
VIR,2019,99.22897
VIR,2020,99.238945
VIR,2021,99.24892
VIR,2022,99.25888
VIR,2023,99.25888
VIR,2024,99.25888
,2000,63.864094
,2001,64.6481
,2002,66.20198
,2003,67.742615
,2004,69.27408
,2005,70.802734
,2006,72.30951
,2007,73.788216
,2008,75.24841
,2009,76.690285
,2010,78.11193
,2011,79.50423
,2012,80.871216
,2013,82.221016
,2014,83.55399
,2015,84.86722
,2016,86.16302
,2017,87.31154
,2018,88.53664
,2019,89.75452
,2020,90.93933
,2021,92.0748
,2022,93.105446
,2023,94.03463
,2024,94.28295
URY,2000,93.4677
URY,2001,93.48935
URY,2002,93.510284
URY,2003,93.53068
URY,2004,93.550354
URY,2005,93.68435
URY,2006,93.98976
URY,2007,94.29285
URY,2008,94.59378
URY,2009,94.8926
URY,2010,95.18951
URY,2011,95.484535
URY,2012,95.775185
URY,2013,96.06418
URY,2014,96.352486
URY,2015,96.64013
URY,2016,96.92716
URY,2017,97.213554
URY,2018,97.49937
URY,2019,97.78462
URY,2020,98.069336
URY,2021,98.35354
URY,2022,98.63651
URY,2023,98.89339
URY,2024,99.150795
UZB,2000,93.37661
UZB,2001,93.53769
UZB,2002,93.6957
UZB,2003,93.850586
UZB,2004,94.00229
UZB,2005,94.15081
UZB,2006,94.29619
UZB,2007,94.438385
UZB,2008,94.577385
UZB,2009,94.71318
UZB,2010,94.84581
UZB,2011,94.970184
UZB,2012,95.0891
UZB,2013,95.20868
UZB,2014,95.32891
UZB,2015,95.4498
UZB,2016,95.57135
UZB,2017,95.69356
UZB,2018,95.81627
UZB,2019,95.939224
UZB,2020,96.06212
UZB,2021,96.1847
UZB,2022,96.306694
UZB,2023,96.427826
UZB,2024,96.54783
VUT,2000,54.71098
VUT,2001,54.76488
VUT,2002,54.81917
VUT,2003,54.874233
VUT,2004,54.929676
VUT,2005,54.624855
VUT,2006,54.31561
VUT,2007,54.001717
VUT,2008,53.68331
VUT,2009,53.36034
VUT,2010,53.014088
VUT,2011,52.654087
VUT,2012,52.292305
VUT,2013,51.9286
VUT,2014,51.562977
VUT,2015,51.195446
VUT,2016,50.82611
VUT,2017,50.45486
VUT,2018,50.082554
VUT,2019,49.70889
VUT,2020,49.333817
VUT,2021,48.956966
VUT,2022,48.578255
VUT,2023,48.197357
VUT,2024,47.81415
VEN,2000,86.39916
VEN,2001,86.94445
VEN,2002,87.489746
VEN,2003,88.035034
VEN,2004,88.58033
VEN,2005,89.12562
VEN,2006,89.67091
VEN,2007,90.2162
VEN,2008,90.7615
VEN,2009,91.306786
VEN,2010,91.85208
VEN,2011,92.39737
VEN,2012,92.942665
VEN,2013,93.48795
VEN,2014,94.03325
VEN,2015,94.578545
VEN,2016,95.12383
VEN,2017,95.66913
VEN,2018,96.21442
VEN,2019,96.75971
VEN,2020,96.98606
VEN,2021,97.00236
VEN,2022,98.395584
VEN,2023,98.395584
VEN,2024,98.395584
VNM,2000,49.14892
VNM,2001,51.112667
VNM,2002,53.06432
VNM,2003,55.00197
VNM,2004,56.92635
VNM,2005,58.96632
VNM,2006,61.000317
VNM,2007,63.02786
VNM,2008,65.048164
VNM,2009,67.06135
VNM,2010,69.069725
VNM,2011,71.06911
VNM,2012,73.05927
VNM,2013,75.03884
VNM,2014,77.008286
VNM,2015,78.96692
VNM,2016,80.9141
VNM,2017,82.84858
VNM,2018,84.770294
VNM,2019,86.67899
VNM,2020,88.57441
VNM,2021,90.45596
VNM,2022,92.323715
VNM,2023,94.08987
VNM,2024,95.44703
WLF,2000,95.80511
WLF,2001,95.80511
WLF,2002,95.80511
WLF,2003,95.80511
WLF,2004,95.80511
WLF,2005,95.65348
WLF,2006,95.50182
WLF,2007,95.350136
WLF,2008,95.19842
WLF,2009,95.04462
WLF,2010,94.88387
WLF,2011,94.72313
WLF,2012,94.56238
WLF,2013,94.401634
WLF,2014,94.24089
WLF,2015,94.08014
WLF,2016,93.919395
WLF,2017,93.758644
WLF,2018,93.5979
WLF,2019,93.43716
WLF,2020,93.276405
WLF,2021,93.11566
WLF,2022,92.95492
WLF,2023,92.95492
WLF,2024,92.95492
WHO_WPAC,2000,59.58288
WHO_WPAC,2001,60.394318
WHO_WPAC,2002,62.166855
WHO_WPAC,2003,63.92269
WHO_WPAC,2004,65.66185
WHO_WPAC,2005,67.38674
WHO_WPAC,2006,69.08253
WHO_WPAC,2007,70.7816
WHO_WPAC,2008,72.46238
WHO_WPAC,2009,74.123085
WHO_WPAC,2010,75.76279
WHO_WPAC,2011,77.37189
WHO_WPAC,2012,78.9587
WHO_WPAC,2013,80.52694
WHO_WPAC,2014,82.077644
WHO_WPAC,2015,83.61051
WHO_WPAC,2016,85.12541
WHO_WPAC,2017,86.62134
WHO_WPAC,2018,88.09604
WHO_WPAC,2019,89.549835
WHO_WPAC,2020,90.98134
WHO_WPAC,2021,92.39288
WHO_WPAC,2022,93.68958
WHO_WPAC,2023,94.87448
WHO_WPAC,2024,95.18435
OWID_WRL,2000,55.889515
OWID_WRL,2001,56.498837
OWID_WRL,2002,57.43297
OWID_WRL,2003,58.521515
OWID_WRL,2004,59.65659
OWID_WRL,2005,60.828297
OWID_WRL,2006,62.00662
OWID_WRL,2007,63.208675
OWID_WRL,2008,64.414604
OWID_WRL,2009,65.61358
OWID_WRL,2010,66.80993
OWID_WRL,2011,67.91329
OWID_WRL,2012,69.0999
OWID_WRL,2013,70.324265
OWID_WRL,2014,71.51383
OWID_WRL,2015,72.70564
OWID_WRL,2016,73.89035
OWID_WRL,2017,75.02245
OWID_WRL,2018,76.17369
OWID_WRL,2019,77.31867
OWID_WRL,2020,78.41932
OWID_WRL,2021,79.506805
OWID_WRL,2022,80.559685
OWID_WRL,2023,81.36148
OWID_WRL,2024,82.0083
YEM,2000,43.418526
YEM,2001,43.716682
YEM,2002,44.01943
YEM,2003,44.924976
YEM,2004,45.827324
YEM,2005,46.737083
YEM,2006,47.644188
YEM,2007,48.547832
YEM,2008,49.4478
YEM,2009,50.343853
YEM,2010,51.235756
YEM,2011,52.12278
YEM,2012,53.00471
YEM,2013,53.88182
YEM,2014,54.752922
YEM,2015,55.6183
YEM,2016,56.47727
YEM,2017,57.329647
YEM,2018,58.1748
YEM,2019,59.012997
YEM,2020,59.84362
YEM,2021,60.666084
YEM,2022,61.48066
YEM,2023,62.285976
YEM,2024,63.08273
ZMB,2000,21.041538
ZMB,2001,21.678688
ZMB,2002,22.413805
ZMB,2003,23.144386
ZMB,2004,23.870035
ZMB,2005,24.590023
ZMB,2006,25.304293
ZMB,2007,26.01213
ZMB,2008,26.713743
ZMB,2009,27.407558
ZMB,2010,28.094336
ZMB,2011,28.773104
ZMB,2012,29.444685
ZMB,2013,30.10873
ZMB,2014,30.764175
ZMB,2015,31.410866
ZMB,2016,32.04777
ZMB,2017,32.67449
ZMB,2018,33.290398
ZMB,2019,33.894703
ZMB,2020,34.486813
ZMB,2021,35.244205
ZMB,2022,35.99506
ZMB,2023,36.739132
ZMB,2024,37.476337
ZWE,2000,44.517006
ZWE,2001,44.632782
ZWE,2002,44.820972
ZWE,2003,44.8626
ZWE,2004,44.88169
ZWE,2005,44.25559
ZWE,2006,43.631374
ZWE,2007,43.009315
ZWE,2008,42.389175
ZWE,2009,41.7712
ZWE,2010,41.155167
ZWE,2011,40.54131
ZWE,2012,39.929424
ZWE,2013,39.31972
ZWE,2014,38.717083
ZWE,2015,38.120647
ZWE,2016,37.529194
ZWE,2017,36.941673
ZWE,2018,36.35716
ZWE,2019,35.774334
ZWE,2020,35.192364
ZWE,2021,34.60995
ZWE,2022,34.61786
ZWE,2023,34.628345
ZWE,2024,34.6415
