Code,Year,Share of the population using at least basic sanitation
CHN,2023,97.241165
CHN,2024,97.27188
COL,2000,75.41488
COL,2001,76.308784
COL,2002,77.20198
COL,2003,78.09444
COL,2004,78.98592
COL,2005,79.87642
COL,2006,80.76591
COL,2007,81.65418
COL,2008,82.541435
COL,2009,83.427635
COL,2010,84.312614
COL,2011,85.19636
COL,2012,86.07904
COL,2013,86.9605
COL,2014,87.84073
COL,2015,88.71991
COL,2016,89.59802
COL,2017,90.47494
COL,2018,91.35066
COL,2019,92.225204
COL,2020,93.09874
COL,2021,93.97112
COL,2022,94.842514
COL,2023,95.7128
COL,2024,96.582016
COM,2000,24.425114
COM,2001,26.154566
COM,2002,27.710789
COM,2003,29.248087
COM,2004,30.766853
COM,2005,32.269653
COM,2006,33.75606
COM,2007,35.225655
COM,2008,36.67786
COM,2009,38.11242
COM,2010,39.529037
COM,2011,40.927017
COM,2012,42.306072
COM,2013,43.66588
COM,2014,45.00579
COM,2015,46.32559
COM,2016,47.624805
COM,2017,48.902924
COM,2018,50.159515
COM,2019,51.39425
COM,2020,52.6066
COM,2021,53.79612
COM,2022,54.962368
COM,2023,56.104836
COM,2024,57.223087
COG,2000,11.920112
COG,2001,11.968472
COG,2002,12.294256
COG,2003,12.623677
COG,2004,13.081525
COG,2005,13.55111
COG,2006,14.0325365
COG,2007,14.526042
COG,2008,15.03204
COG,2009,15.550691
COG,2010,16.082312
COG,2011,16.626755
COG,2012,17.184332
COG,2013,17.755209
COG,2014,18.33936
COG,2015,18.936928
COG,2016,19.548052
COG,2017,20.172878
COG,2018,20.26857
COG,2019,20.364264
COG,2020,20.459745
COG,2021,20.55481
COK,2000,93.72742
COK,2001,94.22282
COK,2002,94.626656
COK,2003,94.966194
COK,2004,95.29195
COK,2005,95.60332
COK,2006,95.90108
COK,2007,96.13659
COK,2008,96.33134
COK,2009,96.52256
COK,2010,96.710526
COK,2011,96.895256
COK,2012,97.0745
COK,2013,97.24944
COK,2014,97.421555
COK,2015,97.591034
COK,2016,97.75772
COK,2017,97.92174
COK,2018,98.0833
COK,2019,98.23399
COK,2020,98.3808
COK,2021,98.524956
COK,2022,98.66647
COK,2023,98.80523
COK,2024,98.81373
CRI,2000,93.68497
CRI,2001,93.92396
CRI,2002,94.156105
CRI,2003,94.381454
CRI,2004,94.59991
CRI,2005,94.81127
CRI,2006,95.01589
CRI,2007,95.21372
CRI,2008,95.40497
CRI,2009,95.670074
CRI,2010,95.92729
CRI,2011,96.17658
CRI,2012,96.41707
CRI,2013,96.64922
CRI,2014,96.87353
CRI,2015,97.090546
CRI,2016,97.30076
CRI,2017,97.504585
CRI,2018,97.702515
CRI,2019,97.89496
CRI,2020,98.08235
CRI,2021,98.26506
CRI,2022,98.4435
CRI,2023,98.61797
CRI,2024,98.78884
CIV,2000,20.041618
CIV,2001,20.71713
CIV,2002,21.392845
CIV,2003,22.06846
CIV,2004,22.744274
CIV,2005,23.554945
CIV,2006,24.374317
CIV,2007,25.202326
CIV,2008,26.038902
CIV,2009,26.883371
CIV,2010,27.736275
CIV,2011,28.597538
CIV,2012,29.466797
CIV,2013,30.34398
CIV,2014,31.22902
CIV,2015,32.124573
CIV,2016,33.02997
CIV,2017,33.94543
CIV,2018,34.870888
CIV,2019,35.805958
CIV,2020,36.75056
CIV,2021,37.704617
CIV,2022,38.66804
CIV,2023,39.640743
CIV,2024,40.40707
HRV,2000,98.45117
HRV,2001,98.45439
HRV,2002,98.293335
HRV,2003,98.07357
HRV,2004,97.85452
HRV,2005,97.63621
HRV,2006,97.418625
HRV,2007,97.20177
HRV,2008,96.985634
HRV,2009,96.77024
HRV,2010,96.55557
HRV,2011,96.34159
HRV,2012,96.12898
HRV,2013,95.9178
HRV,2014,95.7082
HRV,2015,95.71901
HRV,2016,95.73053
HRV,2017,95.74277
HRV,2018,95.75454
HRV,2019,95.76695
HRV,2020,95.78003
HRV,2021,95.7937
CUB,2000,81.30807
CUB,2001,81.505135
CUB,2002,81.7008
CUB,2003,81.88772
CUB,2004,82.066376
CUB,2005,82.689995
CUB,2006,83.31492
CUB,2007,83.94115
CUB,2008,84.56866
CUB,2009,85.19736
CUB,2010,85.82733
CUB,2011,86.45855
CUB,2012,87.09102
CUB,2013,87.72162
CUB,2014,88.353134
CUB,2015,88.98649
CUB,2016,89.62155
CUB,2017,90.259
CUB,2018,90.89864
CUB,2019,91.54022
CUB,2020,92.18358
CUB,2021,92.82849
CUB,2022,93.47471
CUB,2023,94.12208
CUB,2024,94.77035
CUW,2000,98.311005
CUW,2001,98.37701
CUW,2002,98.443016
CUW,2003,98.50902
CUW,2004,98.57502
CUW,2005,98.64103
CUW,2006,98.70703
CUW,2007,98.77304
CUW,2008,98.83904
CUW,2009,98.90505
CUW,2010,98.971054
CUW,2011,99.03706
CUW,2012,99.103065
CUW,2013,99.169075
CUW,2014,99.169075
CUW,2015,99.169075
CUW,2016,99.169075
CUW,2017,99.169075
CYP,2000,99.61994
CYP,2001,99.620026
CYP,2002,99.61997
CYP,2003,99.613686
CYP,2004,99.60729
CYP,2005,99.60079
CYP,2006,99.5942
CYP,2007,99.587494
CYP,2008,99.58069
CYP,2009,99.57377
CYP,2010,99.56674
CYP,2011,99.559616
CYP,2012,99.55238
CYP,2013,99.545135
CYP,2014,99.537895
CYP,2015,99.5307
CYP,2016,99.523544
CYP,2017,99.51648
CYP,2018,99.50949
CYP,2019,99.50264
CYP,2020,99.49593
CYP,2021,99.48939
CYP,2022,99.48303
CYP,2023,99.47688
CYP,2024,99.47768
CZE,2000,99.019936
CZE,2001,99.018326
CZE,2002,99.0225
CZE,2003,99.02684
CZE,2004,99.031364
CZE,2005,99.03607
CZE,2006,99.04097
CZE,2007,99.04604
CZE,2008,99.0513
CZE,2009,99.05675
CZE,2010,99.062386
CZE,2011,99.06821
CZE,2012,99.07411
CZE,2013,99.07978
CZE,2014,99.07555
CZE,2015,99.07517
CZE,2016,99.0748
CZE,2017,99.07437
CZE,2018,99.07389
CZE,2019,99.073364
CZE,2020,99.0728
CZE,2021,99.07218
CZE,2022,99.07152
CZE,2023,99.07081
CZE,2024,99.07005
COD,2000,23.74773
COD,2001,23.292576
COD,2002,22.840979
COD,2003,22.392973
COD,2004,21.948595
COD,2005,21.507948
COD,2006,21.089136
COD,2007,20.678808
COD,2008,20.276926
COD,2009,19.883587
COD,2010,19.498726
COD,2011,19.122452
COD,2012,18.754667
COD,2013,18.395363
COD,2014,18.044596
COD,2015,17.702282
COD,2016,17.368402
COD,2017,17.042837
COD,2018,16.725634
COD,2019,16.416662
COD,2020,16.115866
COD,2021,16.146172
COD,2022,16.174473
COD,2023,16.238682
COD,2024,16.303312
DNK,2000,99.59724
DNK,2001,99.597244
DNK,2002,99.597244
DNK,2003,99.597244
DNK,2004,99.59724
DNK,2005,99.59724
DNK,2006,99.59724
DNK,2007,99.59724
DNK,2008,99.59723
DNK,2009,99.59723
DNK,2010,99.59723
DNK,2011,99.59723
DNK,2012,99.59724
DNK,2013,99.59723
DNK,2014,99.59724
DNK,2015,99.59724
DNK,2016,99.59723
DNK,2017,99.59723
DNK,2018,99.59723
DNK,2019,99.59723
DNK,2020,99.59723
DNK,2021,99.59723
DNK,2022,99.59723
DNK,2023,99.59722
DNK,2024,99.59723
DJI,2000,43.80056
DJI,2001,43.821297
DJI,2002,43.842033
DJI,2003,43.862774
DJI,2004,43.88351
DJI,2005,45.41391
DJI,2006,46.94023
DJI,2007,48.462025
DJI,2008,49.979263
DJI,2009,51.49145
DJI,2010,53.00407
DJI,2011,54.51736
DJI,2012,56.031033
DJI,2013,57.545815
DJI,2014,59.060863
DJI,2015,60.57796
DJI,2016,62.0957
DJI,2017,63.61479
DJI,2018,65.13541
DJI,2019,66.65771
DJI,2020,66.74212
DJI,2021,66.83112
DJI,2022,66.92472
DJI,2023,67.02348
DMA,2000,64.04257
DMA,2001,65.298256
DMA,2002,66.55393
DMA,2003,67.809616
DMA,2004,69.0653
DMA,2005,70.32098
DMA,2006,71.57666
DMA,2007,72.83234
DMA,2008,74.08802
DMA,2009,75.343704
DMA,2010,76.59938
DMA,2011,77.855064
DMA,2012,79.11074
DMA,2013,80.366425
DMA,2014,80.366425
DMA,2015,80.366425
DMA,2016,80.366425
DMA,2017,80.366425
DOM,2000,76.597244
DOM,2001,77.148605
DOM,2002,77.699
DOM,2003,78.30326
DOM,2004,78.92712
DOM,2005,79.54579
DOM,2006,80.159805
DOM,2007,80.76884
DOM,2008,81.37291
DOM,2009,81.971115
DOM,2010,82.56435
DOM,2011,83.140015
DOM,2012,83.70298
DOM,2013,84.26182
DOM,2014,84.81681
DOM,2015,85.36812
DOM,2016,85.91567
DOM,2017,86.45918
DOM,2018,86.99703
DOM,2019,87.529434
DOM,2020,88.05662
DOM,2021,88.57901
DOM,2022,89.09681
DOM,2023,89.61024
DOM,2024,90.11983
TLS,2002,18.786205
TLS,2003,21.265665
TLS,2004,23.737383
TLS,2005,26.185194
TLS,2006,28.639725
TLS,2007,31.096645
TLS,2008,33.556385
TLS,2009,36.017838
TLS,2010,38.480694
TLS,2011,40.94528
TLS,2012,43.410564
TLS,2013,45.87623
TLS,2014,48.342216
TLS,2015,50.808163
TLS,2016,53.273678
TLS,2017,55.738155
TLS,2018,58.201668
TLS,2019,60.663593
TLS,2020,63.123703
TLS,2021,65.58122
TLS,2022,68.036095
TLS,2023,70.487724
TLS,2024,72.9358
WHO_EMR,2000,59.162983
WHO_EMR,2001,59.41198
WHO_EMR,2002,59.696217
WHO_EMR,2003,60.02199
WHO_EMR,2004,60.898552
WHO_EMR,2005,61.953037
WHO_EMR,2006,63.06834
WHO_EMR,2007,64.19546
WHO_EMR,2008,65.31065
WHO_EMR,2009,66.38832
WHO_EMR,2010,67.48674
WHO_EMR,2011,68.62001
WHO_EMR,2012,69.763245
WHO_EMR,2013,71.30506
WHO_EMR,2014,72.4268
WHO_EMR,2015,73.54615
WHO_EMR,2016,74.65751
WHO_EMR,2017,75.71811
WHO_EMR,2018,76.724106
WHO_EMR,2019,77.70737
WHO_EMR,2020,78.66178
WHO_EMR,2021,79.54506
WHO_EMR,2022,80.49666
WHO_EMR,2023,80.90382
WHO_EMR,2024,81.23018
UNSDG_ESEA,2000,60.488365
UNSDG_ESEA,2001,61.28764
UNSDG_ESEA,2002,63.115227
UNSDG_ESEA,2003,64.80047
UNSDG_ESEA,2004,66.47044
UNSDG_ESEA,2005,68.125114
UNSDG_ESEA,2006,69.751785
UNSDG_ESEA,2007,71.3892
UNSDG_ESEA,2008,73.00958
UNSDG_ESEA,2009,74.61108
UNSDG_ESEA,2010,76.19369
UNSDG_ESEA,2011,77.74847
UNSDG_ESEA,2012,79.28247
UNSDG_ESEA,2013,80.7992
UNSDG_ESEA,2014,82.29986
UNSDG_ESEA,2015,83.78407
UNSDG_ESEA,2016,85.251755
UNSDG_ESEA,2017,86.70227
UNSDG_ESEA,2018,88.13336
UNSDG_ESEA,2019,89.54451
UNSDG_ESEA,2020,90.927864
UNSDG_ESEA,2021,92.29338
UNSDG_ESEA,2022,93.53889
UNSDG_ESEA,2023,94.678154
UNSDG_ESEA,2024,95.12717
ECU,2000,73.02479
ECU,2001,73.682274
ECU,2002,74.29404
ECU,2003,74.87654
ECU,2004,75.45566
ECU,2005,76.258675
ECU,2006,77.060905
ECU,2007,77.86272
ECU,2008,78.66376
ECU,2009,79.46405
ECU,2010,80.26378
ECU,2011,81.05781
ECU,2012,81.84815
ECU,2013,82.638565
ECU,2014,83.4289
ECU,2015,84.21944
ECU,2016,85.009926
ECU,2017,85.80049
ECU,2018,86.59284
ECU,2019,87.386635
ECU,2020,88.18175
ECU,2021,88.97796
ECU,2022,89.72332
ECU,2023,90.555695
ECU,2024,91.20434
EGY,2000,91.97457
EGY,2001,92.18866
EGY,2002,92.40278
EGY,2003,92.61691
EGY,2004,92.83107
EGY,2005,93.04524
EGY,2006,93.25943
EGY,2007,93.47143
EGY,2008,93.68212
EGY,2009,93.892914
EGY,2010,94.10371
EGY,2011,94.3146
EGY,2012,94.52369
EGY,2013,94.732895
EGY,2014,94.94212
EGY,2015,95.151405
EGY,2016,95.3608
EGY,2017,95.57162
EGY,2018,95.78382
EGY,2019,95.99745
EGY,2020,96.212494
EGY,2021,96.428894
EGY,2022,96.646614
EGY,2023,96.865746
EGY,2024,97.08613
SLV,2000,80.603775
SLV,2001,80.69199
SLV,2002,80.779884
SLV,2003,81.13187
SLV,2004,81.47949
SLV,2005,81.82227
SLV,2006,82.16081
SLV,2007,82.50293
SLV,2008,82.88971
SLV,2009,83.27045
SLV,2010,83.6457
SLV,2011,84.01582
SLV,2012,84.380745
SLV,2013,84.740395
SLV,2014,85.095276
SLV,2015,85.44545
SLV,2016,85.78921
SLV,2017,86.126465
SLV,2018,86.45658
SLV,2019,86.73646
SLV,2020,87.00966
SLV,2021,87.276535
SLV,2022,87.53715
SLV,2023,87.79197
SLV,2024,88.041115
GNQ,2000,54.79053
GNQ,2001,55.776966
GNQ,2002,56.747005
GNQ,2003,57.699234
GNQ,2004,58.63359
GNQ,2005,59.548374
GNQ,2006,60.44434
GNQ,2007,61.32078
GNQ,2008,62.177715
GNQ,2009,63.014317
GNQ,2010,63.831192
GNQ,2011,64.62837
GNQ,2012,65.406075
GNQ,2013,66.04694
GNQ,2014,66.11511
GNQ,2015,66.182526
GNQ,2016,66.24854
GNQ,2017,66.31279
ERI,2000,8.2853
ERI,2001,8.640479
ERI,2002,8.986296
ERI,2003,9.322086
ERI,2004,9.647448
ERI,2005,9.961535
ERI,2006,10.264418
ERI,2007,10.5550785
ERI,2008,10.833774
ERI,2009,11.022041
ERI,2010,11.201945
ERI,2011,11.37354
ERI,2012,11.536517
ERI,2013,11.63627
ERI,2014,11.736681
ERI,2015,11.837913
ERI,2016,11.939966
EST,2000,99.75769
EST,2001,99.75543
EST,2002,99.751656
EST,2003,99.70674
EST,2004,99.64523
EST,2005,99.58384
EST,2006,99.52256
EST,2007,99.461395
EST,2008,99.40035
EST,2009,99.339424
EST,2010,99.27861
EST,2011,99.21791
EST,2012,99.15749
EST,2013,99.09716
EST,2014,99.036705
EST,2015,99.03551
EST,2016,99.03423
EST,2017,99.032845
EST,2018,99.03136
EST,2019,99.029755
EST,2020,99.02802
EST,2021,99.02617
EST,2022,99.02418
EST,2023,99.02204
EST,2024,99.02149
SWZ,2000,50.251915
SWZ,2001,50.748066
SWZ,2002,51.277626
SWZ,2003,51.818024
SWZ,2004,52.368935
SWZ,2005,52.930843
SWZ,2006,53.503456
SWZ,2007,54.09129
SWZ,2008,54.711166
SWZ,2009,55.329346
SWZ,2010,55.94572
SWZ,2011,56.56019
SWZ,2012,57.17231
SWZ,2013,57.784916
SWZ,2014,58.39795
SWZ,2015,59.011314
SWZ,2016,59.624413
SWZ,2017,60.23684
SWZ,2018,60.848045
SWZ,2019,61.45752
SWZ,2020,62.064754
SWZ,2021,62.669235
SWZ,2022,63.27026
SWZ,2023,63.867653
SWZ,2024,64.4605
ETH,2000,2.9657664
ETH,2001,3.2263188
ETH,2002,3.4870996
ETH,2003,3.7476945
ETH,2004,4.032814
ETH,2005,4.317251
ETH,2006,4.6011963
ETH,2007,4.886819
ETH,2008,5.196915
ETH,2009,5.5077987
ETH,2010,5.8200245
ETH,2011,6.133436
ETH,2012,6.4484644
ETH,2013,6.7623634
ETH,2014,7.0779386
ETH,2015,7.3951755
ETH,2016,7.714373
ETH,2017,8.035357
ETH,2018,8.358759
ETH,2019,8.68474
ETH,2020,9.0133
ETH,2021,9.344773
ETH,2022,9.679159
ETH,2023,10.016808
ETH,2024,10.357718
WHO_EUR,2000,94.67298
WHO_EUR,2001,93.92561
WHO_EUR,2002,92.73033
WHO_EUR,2003,92.87438
WHO_EUR,2004,93.034325
WHO_EUR,2005,93.2022
WHO_EUR,2006,93.38504
WHO_EUR,2007,93.65582
WHO_EUR,2008,93.92355
WHO_EUR,2009,94.185555
WHO_EUR,2010,94.44486
WHO_EUR,2011,94.70188
WHO_EUR,2012,94.953316
WHO_EUR,2013,95.20157
WHO_EUR,2014,95.447815
WHO_EUR,2015,95.69798
WHO_EUR,2016,95.9481
WHO_EUR,2017,96.185074
WHO_EUR,2018,96.412
WHO_EUR,2019,96.645035
WHO_EUR,2020,96.85422
WHO_EUR,2021,97.014336
WHO_EUR,2022,97.17959
WHO_EUR,2023,97.32809
WHO_EUR,2024,97.47369
UNSDG_ENA,2000,97.05184
UNSDG_ENA,2001,96.4148
UNSDG_ENA,2002,95.36021
UNSDG_ENA,2003,95.42581
UNSDG_ENA,2004,95.50537
UNSDG_ENA,2005,95.586845
UNSDG_ENA,2006,95.679344
UNSDG_ENA,2007,95.843376
UNSDG_ENA,2008,96.00388
UNSDG_ENA,2009,96.15953
UNSDG_ENA,2010,96.31273
UNSDG_ENA,2011,96.45722
UNSDG_ENA,2012,96.5971
UNSDG_ENA,2013,96.734055
UNSDG_ENA,2014,96.86845
UNSDG_ENA,2015,97.00464
UNSDG_ENA,2016,97.140305
UNSDG_ENA,2017,97.26507
UNSDG_ENA,2018,97.38119
UNSDG_ENA,2019,97.50328
UNSDG_ENA,2020,97.606514
UNSDG_ENA,2021,97.70881
UNSDG_ENA,2022,97.82621
UNSDG_ENA,2023,97.93124
UNSDG_ENA,2024,98.025345
FLK,2000,100
FLK,2001,100
FLK,2002,100
FLK,2003,100
FLK,2004,100
FLK,2005,100
FLK,2006,100
FLK,2007,100
FLK,2008,100
FLK,2009,100
FLK,2010,100
FLK,2011,100
FLK,2012,100
FLK,2013,100
FLK,2014,100
FLK,2015,100
FLK,2016,100
FLK,2017,100
FLK,2018,100
FLK,2019,100
FLK,2020,100
FLK,2021,100
FLK,2022,100
FLK,2023,100
FLK,2024,100
FRO,2007,90.88348
FRO,2008,90.88348
FRO,2009,90.88348
FRO,2010,90.88348
FRO,2011,90.88348
FRO,2012,90.88348
FRO,2013,90.88348
FRO,2014,90.88348
FRO,2015,90.88348
FJI,2000,87.590576
FJI,2001,87.64521
FJI,2002,87.69984
FJI,2003,88.33729
FJI,2004,88.96894
FJI,2005,89.59444
FJI,2006,89.94935
FJI,2007,90.29462
FJI,2008,90.639145
FJI,2009,90.9745
FJI,2010,91.29852
FJI,2011,91.61111
FJI,2012,91.912445
FJI,2013,92.20238
FJI,2014,92.48116
FJI,2015,92.74886
FJI,2016,93.00551
FJI,2017,93.251175
FJI,2018,93.485954
FJI,2019,93.709946
FJI,2020,93.62156
FJI,2021,93.33286
FJI,2022,93.04375
FJI,2023,92.7542
FJI,2024,92.75429
FIN,2000,99.44819
FIN,2001,99.44818
FIN,2002,99.448166
FIN,2003,99.44816
FIN,2004,99.44814
FIN,2005,99.448135
FIN,2006,99.448135
FIN,2007,99.44812
FIN,2008,99.44811
FIN,2009,99.448105
FIN,2010,99.44809
FIN,2011,99.44805
FIN,2012,99.44801
FIN,2013,99.44799
FIN,2014,99.44799
FIN,2015,99.44799
FIN,2016,99.44798
FIN,2017,99.44798
FIN,2018,99.44798
FIN,2019,99.447975
FIN,2020,99.44797
FIN,2021,99.44796
FIN,2022,99.44796
FIN,2023,99.44795
FIN,2024,99.447945
FRA,2000,98.663025
FRA,2001,98.662254
FRA,2002,98.66149
FRA,2003,98.66073
FRA,2004,98.659966
FRA,2005,98.659225
FRA,2006,98.65848
FRA,2007,98.65774
FRA,2008,98.657
FRA,2009,98.65624
FRA,2010,98.65548
FRA,2011,98.65472
FRA,2012,98.653946
FRA,2013,98.65317
FRA,2014,98.65238
FRA,2015,98.651596
FRA,2016,98.65081
FRA,2017,98.65001
FRA,2018,98.649216
FRA,2019,98.648415
FRA,2020,98.64761
FRA,2021,98.646805
FRA,2022,98.645996
FRA,2023,98.64519
FRA,2024,98.64438
GUF,2001,91.427666
GUF,2002,91.427666
GUF,2003,91.427666
GUF,2004,91.427666
GUF,2005,91.427666
GUF,2006,91.57787
GUF,2007,91.72807
GUF,2008,91.87827
GUF,2009,92.02848
GUF,2010,92.17868
GUF,2011,92.32888
GUF,2012,92.47909
GUF,2013,92.62929
GUF,2014,92.77949
GUF,2015,92.929695
GUF,2016,93.079895
GUF,2017,93.230095
GUF,2018,93.3803
GUF,2019,93.5305
GUF,2020,93.6807
GUF,2021,93.8309
GUF,2022,93.98111
GUF,2023,94.13131
GUF,2024,94.13131
PYF,2000,97.77462
PYF,2001,97.76359
PYF,2002,97.752556
PYF,2003,97.74152
PYF,2004,97.73049
PYF,2005,97.71947
PYF,2006,97.708435
PYF,2007,97.6974
PYF,2008,97.68637
PYF,2009,97.67535
PYF,2010,97.664314
PYF,2011,97.65328
PYF,2012,97.64225
PYF,2013,97.631226
PYF,2014,97.62019
PYF,2015,97.60916
PYF,2016,97.59813
PYF,2017,97.587105
PYF,2018,97.57607
PYF,2019,97.56504
PYF,2020,97.55401
PYF,2021,97.542984
PYF,2022,97.53195
PYF,2023,97.52092
PYF,2024,97.50989
GAB,2000,26.818195
GAB,2001,27.95006
GAB,2002,29.101969
GAB,2003,30.273457
GAB,2004,31.464264
GAB,2005,32.673874
GAB,2006,33.902473
GAB,2007,35.149548
GAB,2008,36.41531
GAB,2009,37.698723
GAB,2010,39.00026
GAB,2011,40.319374
GAB,2012,41.65633
GAB,2013,43.010006
GAB,2014,44.37801
GAB,2015,45.759556
GAB,2016,47.15475
GAB,2017,48.56374
GAB,2018,49.986397
GAB,2019,51.422302
GAB,2020,52.872017
GAB,2021,54.33516
GAB,2022,55.811707
GAB,2023,57.301632
GAB,2024,57.401505
GMB,2000,51.062706
GMB,2001,49.913975
GMB,2002,48.787956
GMB,2003,47.724316
GMB,2004,46.695427
GMB,2005,46.578342
GMB,2006,46.48626
GMB,2007,46.41853
GMB,2008,46.374496
GMB,2009,46.35349
GMB,2010,46.354774
GMB,2011,46.37754
GMB,2012,46.421207
GMB,2013,46.484436
GMB,2014,46.566025
GMB,2015,46.664673
GMB,2016,46.778763
GMB,2017,46.90722
GMB,2018,47.04853
GMB,2019,47.20141
GMB,2020,47.364574
GMB,2021,47.53642
GMB,2022,47.715992
GMB,2023,47.945793
GMB,2024,48.171143
GEO,2000,76.039085
GEO,2001,76.345566
GEO,2002,76.73083
GEO,2003,77.20781
GEO,2004,77.86243
GEO,2005,78.51547
GEO,2006,79.16719
GEO,2007,79.81756
GEO,2008,80.46631
GEO,2009,81.113434
GEO,2010,81.75915
GEO,2011,82.40318
GEO,2012,83.04579
GEO,2013,83.68647
GEO,2014,84.32567
GEO,2015,84.96315
GEO,2016,85.60082
GEO,2017,86.23794
GEO,2018,86.874825
GEO,2019,87.51116
GEO,2020,88.14703
GEO,2021,88.781975
GEO,2022,89.416046
GEO,2023,90.04899
GEO,2024,90.68069
DEU,2000,99.21811
DEU,2001,99.21873
DEU,2002,99.219345
DEU,2003,99.219955
DEU,2004,99.220566
DEU,2005,99.221176
DEU,2006,99.22177
DEU,2007,99.222374
DEU,2008,99.22297
DEU,2009,99.22356
DEU,2010,99.224144
DEU,2011,99.22473
DEU,2012,99.22476
DEU,2013,99.22479
DEU,2014,99.22482
DEU,2015,99.22485
DEU,2016,99.22492
DEU,2017,99.22504
DEU,2018,99.2252
DEU,2019,99.22539
DEU,2020,99.22562
DEU,2021,99.22589
DEU,2022,99.226204
DEU,2023,99.226555
DEU,2024,99.22695
GHA,2000,5.7234426
GHA,2001,5.811074
GHA,2002,6.7504554
GHA,2003,7.7086234
GHA,2004,8.685409
GHA,2005,9.680148
GHA,2006,10.692857
GHA,2007,11.723153
GHA,2008,12.770758
GHA,2009,13.83505
GHA,2010,14.916184
GHA,2011,16.01353
GHA,2012,17.126673
GHA,2013,18.255064
GHA,2014,19.39839
GHA,2015,20.55634
GHA,2016,21.728605
GHA,2017,22.914755
GHA,2018,24.114485
GHA,2019,25.327362
GHA,2020,26.553223
GHA,2021,27.79164
GHA,2022,29.042318
GHA,2023,30.304846
GHA,2024,31.578941
GIB,2000,100
GIB,2001,100
GIB,2002,100
GIB,2003,100
GIB,2004,100
GIB,2005,100
GIB,2006,100
GIB,2007,100
GIB,2008,100
GIB,2009,100
GIB,2010,100
GIB,2011,100
GIB,2012,100
GIB,2013,100
GIB,2014,100
GIB,2015,100
GIB,2016,100
GIB,2017,100
GIB,2018,100
GIB,2019,100
GIB,2020,100
GIB,2021,100
GIB,2022,100
GIB,2023,100
GIB,2024,100
GRC,2000,97.87588
GRC,2001,97.9453
GRC,2002,98.01972
GRC,2003,98.09309
GRC,2004,98.16544
GRC,2005,98.236725
GRC,2006,98.306984
GRC,2007,98.37624
GRC,2008,98.44452
GRC,2009,98.51178
GRC,2010,98.57808
GRC,2011,98.64343
GRC,2012,98.70787
GRC,2013,98.77138
GRC,2014,98.83396
GRC,2015,98.89565
GRC,2016,98.95645
GRC,2017,98.983185
GRC,2018,98.986755
GRC,2019,98.99026
GRC,2020,98.993744
GRC,2021,98.997185
GRC,2022,99.00058
GRC,2023,99.003944
GRC,2024,99.00726
GRL,2014,62.5
GRL,2015,62.5
GRL,2016,62.5
GRL,2017,62.5
GRL,2018,62.5
GRL,2019,62.5
GRL,2020,62.5
GRL,2021,62.5
GRL,2022,62.5
GRD,2000,88.57227
GRD,2001,89.08444
GRD,2002,89.595436
GRD,2003,90.10525
GRD,2004,90.613884
GRD,2005,91.12134
GRD,2006,91.62762
GRD,2007,92.13272
GRD,2008,92.63664
GRD,2009,93.13939
GRD,2010,93.64095
GRD,2011,93.54807
GRD,2012,93.45519
GRD,2013,93.362305
GRD,2014,93.269424
GRD,2015,93.17654
GRD,2016,93.08366
GRD,2017,92.990776
GRD,2018,92.89789
GRD,2019,92.80501
GRD,2020,92.71212
GRD,2021,92.61924
GRD,2022,92.61924
GRD,2023,92.61924
GRD,2024,92.61924
GLP,2001,97.22199
GLP,2002,97.22199
GLP,2003,97.22199
GLP,2004,97.22199
GLP,2005,97.22199
GLP,2006,97.36119
GLP,2007,97.50039
GLP,2008,97.63959
GLP,2009,97.77879
GLP,2010,97.91799
GLP,2011,98.05719
GLP,2012,98.19639
GLP,2013,98.335594
GLP,2014,98.47479
GLP,2015,98.61399
GLP,2016,98.75319
GLP,2017,98.892395
GLP,2018,99.03159
GLP,2019,99.17079
GLP,2020,99.30999
GLP,2021,99.449196
GLP,2022,99.588394
GLP,2023,99.72759
GLP,2024,99.72759
GUM,2000,88.97353
GUM,2001,89.03731
GUM,2002,89.10108
GUM,2003,89.164856
GUM,2004,89.22863
GUM,2005,89.292404
GUM,2006,89.35618
GUM,2007,89.41995
GUM,2008,89.483734
GUM,2009,89.54751
GUM,2010,89.61128
GUM,2011,89.67506
GUM,2012,89.73883
GUM,2013,89.802605
GUM,2014,89.86638
GUM,2015,89.93015
GUM,2016,89.99393
GUM,2017,90.0577
GUM,2018,90.12148
GUM,2019,90.18526
GUM,2020,90.24903
GUM,2021,90.312805
GUM,2022,90.37658
GUM,2023,90.37658
GUM,2024,90.37658
GTM,2000,61.067245
GTM,2001,61.56169
GTM,2002,62.045116
GTM,2003,62.509445
GTM,2004,62.958122
GTM,2005,63.395954
GTM,2006,63.82338
GTM,2007,64.24081
GTM,2008,64.648315
GTM,2009,65.04514
GTM,2010,65.432556
GTM,2011,65.8098
GTM,2012,66.17754
GTM,2013,66.538864
GTM,2014,66.89369
GTM,2015,67.24249
GTM,2016,67.5844
GTM,2017,67.9199
GTM,2018,68.24894
GTM,2019,68.571
GTM,2020,68.8863
GTM,2021,69.46217
GTM,2022,70.03494
GTM,2023,70.604126
GTM,2024,71.16969
GGY,2000,100
GGY,2001,100
GGY,2002,100
GGY,2003,100
GGY,2004,100
GGY,2005,100
GGY,2006,100
GGY,2007,100
GGY,2008,100
GGY,2009,100
GGY,2010,100
GGY,2011,100
GGY,2012,100
GGY,2013,100
GGY,2014,100
GGY,2015,100
